ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Максимова Анна Фёдоровна,Ленинский проспект,10,268,2003,,,,,
Герасимов Артур Денисович,Проспект Вернадского,9,124,1967,,,,,
Егорова Надежда Дмитриевна,Улица Кравченко,30,154,1960,,,,,
Орлов Георгий Иванович,Улица Марии Ульяновой,30,260,1982,,,,,
Тихонова Василиса Фёдоровна,Проспект Вернадского,29,285,1969,,,,,
Туманов Сергей Михайлович,Улица Вавилова,22,169,1999,,,,,
Крючков Вячеслав Андреевич,Улица Панфёрова,29,267,1994,,,,,
Петровская Полина Максимовна,Нахимовский проспект,21,48,1990,,,,,
Васильева София Николаевна,Улица Панфёрова,17,8,1987,,,,,
Орлов Вадим Иванович,Улица Архитектора Власова,24,69,1985,,,,,
Леонтьев Семён Иванович,Ленинский проспект,24,55,2001,,,,,
Жданов Кирилл Фёдорович,Улица Архитектора Власова,17,236,1973,,,,,
Астахова София Ильинична,Улица Архитектора Власова,16,232,2003,,,,,
Волков Кирилл Маркович,Улица Марии Ульяновой,5,13,1983,,,,,
Васильева Вероника Мироновна,Улица Архитектора Власова,4,252,1991,,,,,
Петрова Алиса Степановна,Улица Марии Ульяновой,21,199,2000,,,,,
Кукушкин Павел Львович,Нахимовский проспект,20,196,1956,,,,,
Сидоров Матвей Даниилович,Ленинский проспект,5,87,2005,,,,,
Павлов Лев Александрович,Улица Марии Ульяновой,9,111,1952,,,,,
Григорьев Пётр Александрович,Улица Строителей,23,144,1983,,,,,
Лазарева Анна Григорьевна,Улица Марии Ульяновой,12,74,1983,,,,,
Миронов Илья Мирославович,Проспект Вернадского,20,91,1976,,,,,
Васильева София Николаевна,Улица Кравченко,20,211,2004,,,,,
Павлов Евгений Кириллович,Проспект Вернадского,15,112,1962,,,,,
Рыбаков Фёдор Дмитриевич,Улица Марии Ульяновой,20,151,1997,,,,,
Ежова Ксения Георгиевна,Улица Строителей,20,11,2001,,,,,
Ежова Ксения Георгиевна,Улица Академика Пилюгина,15,86,1984,,,,,
Анохина Полина Кирилловна,Улица Панфёрова,23,48,1971,,,,,
Герасимов Артур Денисович,Улица Марии Ульяновой,2,24,1997,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,21,186,1977,,,,,
Белова София Львовна,Улица Вавилова,3,60,1975,,,,,
Овчинникова Ольга Ильинична,Улица Строителей,2,63,1962,,,,,
Новикова Кристина Васильевна,Улица Гарибальди,14,195,2003,,,,,
Тихонов Константин Артёмович,Улица Крупской,10,139,1991,,,,,
Хохлов Александр Михайлович,Улица Кравченко,3,17,1952,,,,,
Левин Максим Богданович,Улица Гарибальди,7,240,1953,,,,,
Баранова Алиса Ивановна,Улица Строителей,5,223,1997,,,,,
Сидоров Матвей Даниилович,Ленинский проспект,14,115,2002,,,,,
Климова Екатерина Михайловна,Улица Архитектора Власова,15,146,1961,,,,,
Петров Георгий Николаевич,Улица Академика Пилюгина,2,38,1963,,,,,
Шестаков Андрей Львович,Улица Академика Пилюгина,6,67,1975,,,,,
Ларина Александра Ярославовна,Проспект Вернадского,16,107,2002,,,,,
Пономарева Ирина Александровна,Улица Гарибальди,12,107,1961,,,,,
Федотова Полина Максимовна,Проспект Вернадского,10,73,1955,,,,,
Васильева Вероника Мироновна,Улица Строителей,29,7,1964,,,,,
Иванов Даниил Олегович,Улица Вавилова,19,208,1966,,,,,
Белов Максим Демидович,Улица Гарибальди,16,228,1990,,,,,
Орлова Алёна Романовна,Улица Вавилова,13,235,1981,,,,,
Куликов Ярослав Фёдорович,Улица Панфёрова,29,21,1990,,,,,
Максимова Полина Максимовна,Проспект Вернадского,28,231,1992,,,,,
Полякова Мария Артёмовна,Нахимовский проспект,13,273,2002,,,,,
Иванов Артём Иванович,Улица Архитектора Власова,1,229,1979,,,,,
Горелов Владимир Дмитриевич,Улица Архитектора Власова,24,210,1985,,,,,
Ларина Александра Ярославовна,Ленинский проспект,10,34,1998,,,,,
Новикова София Елисеевна,Улица Марии Ульяновой,8,234,1995,,,,,
Соловьева София Константиновна,Улица Архитектора Власова,16,200,1981,,,,,
Лебедева Василиса Андреевна,Улица Марии Ульяновой,4,296,1982,,,,,
Соловьева София Константиновна,Улица Академика Пилюгина,7,68,1983,,,,,
Кукушкин Павел Львович,Проспект Вернадского,22,88,1972,,,,,
Литвинова Полина Лукинична,Улица Крупской,4,236,1953,,,,,
Дорофеева Анна Фёдоровна,Улица Марии Ульяновой,23,165,1972,,,,,
Пахомов Владислав Макарович,Улица Панфёрова,5,138,1960,,,,,
Тихонова Василиса Фёдоровна,Улица Марии Ульяновой,13,103,2004,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,11,277,1959,,,,,
Алешина Кристина Евгеньевна,Ленинский проспект,24,115,1999,,,,,
Кожевников Иван Евгеньевич,Улица Панфёрова,13,66,1975,,,,,
Плотников Елисей Ильич,Ленинский проспект,16,205,1997,,,,,
Блохина Елизавета Ильинична,Улица Строителей,23,224,1992,,,,,
Егорова Надежда Дмитриевна,Улица Кравченко,4,57,1957,,,,,
Максимова Анна Фёдоровна,Улица Кравченко,3,297,1951,,,,,
Фомин Артём Андреевич,Проспект Вернадского,11,19,1973,,,,,
Астахова Виктория Васильевна,Улица Вавилова,27,154,1984,,,,,
Шишкин Константин Павлович,Улица Архитектора Власова,3,145,1992,,,,,
Захаров Илья Никитич,Улица Вавилова,19,286,1991,,,,,
Рыбаков Фёдор Дмитриевич,Нахимовский проспект,9,158,1994,,,,,
Суворов Макар Александрович,Улица Кравченко,20,80,1994,,,,,
Суворов Макар Александрович,Улица Строителей,10,144,1977,,,,,
Блохина Елизавета Ильинична,Улица Строителей,9,146,1965,,,,,
Панфилова Зоя Петровна,Нахимовский проспект,16,284,1981,,,,,
Соколова Полина Романовна,Улица Академика Пилюгина,30,161,1974,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,11,128,1987,,,,,
Селиванова Елизавета Марковна,Улица Марии Ульяновой,9,134,2002,,,,,
Морозов Роман Артурович,Ленинский проспект,15,70,1985,,,,,
Снегирева Дарья Глебовна,Нахимовский проспект,13,32,2002,,,,,
Николаева Валерия Владимировна,Улица Кравченко,5,147,1955,,,,,
Беляева Ева Данииловна,Ленинский проспект,26,289,1963,,,,,
Островский Макар Глебович,Улица Вавилова,2,179,1964,,,,,
Баранова Алиса Ивановна,Улица Строителей,20,227,2003,,,,,
Воронин Сергей Дмитриевич,Проспект Вернадского,30,271,2002,,,,,
Гришина Кира Артемьевна,Улица Гарибальди,23,115,1973,,,,,
Романова Вероника Николаевна,Улица Гарибальди,3,124,1961,,,,,
Петрова Таисия Артёмовна,Улица Архитектора Власова,11,192,1997,,,,,
Блохина Елизавета Ильинична,Ленинский проспект,15,76,1963,,,,,
Васильева София Марковна,Улица Крупской,23,31,1954,,,,,
Овчинникова Дарья Ильинична,Улица Строителей,28,29,1972,,,,,
Козлов Роман Сергеевич,Улица Архитектора Власова,5,219,1953,,,,,
Карпов Григорий Иванович,Улица Гарибальди,20,50,1989,,,,,
Дорофеева Анна Фёдоровна,Улица Архитектора Власова,9,119,1985,,,,,
Наумов Артём Константинович,Улица Строителей,16,69,1995,,,,,
Левин Максим Богданович,Улица Крупской,14,225,1958,,,,,
Иванов Максим Тимофеевич,Улица Марии Ульяновой,7,241,1963,,,,,
Островский Макар Глебович,Улица Гарибальди,24,175,1960,,,,,
Фирсова Василиса Марковна,Улица Архитектора Власова,4,264,1984,,,,,
Сидоров Матвей Даниилович,Улица Вавилова,17,16,1991,,,,,
Ежова Ксения Георгиевна,Улица Строителей,21,158,1963,,,,,
Гордеева Диана Михайловна,Улица Кравченко,26,189,1982,,,,,
Петров Георгий Николаевич,Улица Вавилова,27,265,1997,,,,,
Иванов Дмитрий Ярославович,Улица Панфёрова,11,116,1991,,,,,
Семенова Виктория Ивановна,Проспект Вернадского,19,75,1996,,,,,
Суворов Макар Александрович,Улица Гарибальди,16,274,1957,,,,,
Глухова Полина Андреевна,Улица Панфёрова,4,25,1950,,,,,
Левин Максим Богданович,Проспект Вернадского,18,178,1985,,,,,
Калинин Даниил Артёмович,Улица Кравченко,16,215,2003,,,,,
Моисеева София Максимовна,Улица Марии Ульяновой,23,228,1991,,,,,
Наумов Артём Константинович,Улица Академика Пилюгина,7,108,1991,,,,,
Сергеев Гордей Ярославович,Улица Гарибальди,13,80,1961,,,,,
Куликов Ярослав Фёдорович,Ленинский проспект,5,247,1991,,,,,
Алешина Кристина Евгеньевна,Улица Кравченко,26,149,1968,,,,,
Суворов Макар Александрович,Улица Вавилова,29,85,1967,,,,,
Петров Георгий Николаевич,Улица Марии Ульяновой,22,238,2001,,,,,
Кожевников Иван Евгеньевич,Улица Строителей,9,220,1993,,,,,
Данилова Диана Тимуровна,Улица Панфёрова,16,253,1990,,,,,
Осипов Вадим Борисович,Улица Кравченко,28,256,1961,,,,,
Волков Кирилл Маркович,Улица Академика Пилюгина,18,106,2005,,,,,
Панфилова Зоя Петровна,Улица Гарибальди,24,64,1979,,,,,
Богданов Владимир Маркович,Улица Гарибальди,5,278,1959,,,,,
Сергеев Михаил Станиславович,Улица Кравченко,2,171,1999,,,,,
Егорова Надежда Дмитриевна,Улица Кравченко,10,107,2004,,,,,
Денисов Алексей Романович,Ленинский проспект,9,2,1986,,,,,
Панфилова Зоя Петровна,Улица Марии Ульяновой,14,195,1986,,,,,
Александрова Василиса Ивановна,Улица Крупской,10,177,1987,,,,,
Литвинова Полина Лукинична,Ленинский проспект,13,41,1991,,,,,
Козлов Глеб Матвеевич,Проспект Вернадского,20,183,1964,,,,,
Баранова Виктория Максимовна,Улица Академика Пилюгина,14,250,2002,,,,,
Симонов Роман Андреевич,Улица Академика Пилюгина,27,92,1973,,,,,
Никитина Мария Руслановна,Улица Строителей,27,278,1984,,,,,
Васильева София Николаевна,Улица Вавилова,7,3,1968,,,,,
Соколова Василиса Александровна,Улица Строителей,20,119,1954,,,,,
Тихонова Мария Фёдоровна,Улица Панфёрова,11,278,1991,,,,,
Шилова Алиса Ивановна,Улица Архитектора Власова,30,273,1952,,,,,
Попов Леонид Макарович,Улица Вавилова,5,70,1992,,,,,
Хохлов Александр Михайлович,Улица Архитектора Власова,10,232,1966,,,,,
Баранова Майя Михайловна,Улица Марии Ульяновой,13,40,1969,,,,,
Тихонова Василиса Фёдоровна,Улица Академика Пилюгина,20,162,1956,,,,,
Козлова Виктория Дмитриевна,Нахимовский проспект,5,210,1985,,,,,
Фомин Артём Андреевич,Улица Марии Ульяновой,9,294,1972,,,,,
Щеглова Мария Артёмовна,Проспект Вернадского,24,277,1996,,,,,
Суворов Макар Александрович,Улица Гарибальди,21,135,1973,,,,,
Соколов Михаил Романович,Улица Кравченко,23,98,1953,,,,,
Жданов Кирилл Фёдорович,Нахимовский проспект,22,276,1962,,,,,
Орлова Алёна Романовна,Ленинский проспект,11,294,1950,,,,,
Захаров Роман Денисович,Улица Гарибальди,20,299,1952,,,,,
Смирнова Полина Максимовна,Улица Панфёрова,1,113,2002,,,,,
Алешина Кристина Евгеньевна,Улица Гарибальди,29,38,1983,,,,,
Давыдов Кирилл Янович,Улица Академика Пилюгина,8,252,1959,,,,,
Петровская Полина Максимовна,Ленинский проспект,8,268,1970,,,,,
Орлов Вадим Иванович,Улица Марии Ульяновой,29,250,1994,,,,,
Яковлев Леонид Константинович,Улица Академика Пилюгина,19,176,1999,,,,,
Карпов Александр Тимурович,Улица Архитектора Власова,29,53,1983,,,,,
Орлов Вадим Иванович,Улица Кравченко,10,137,1999,,,,,
Алексеев Матвей Яковлевич,Улица Вавилова,26,244,1984,,,,,
Глухова Полина Андреевна,Улица Гарибальди,22,41,1951,,,,,
Овчинникова Ольга Ильинична,Улица Панфёрова,2,52,1971,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,7,207,1988,,,,,
Латышев Роман Михайлович,Улица Вавилова,9,85,1981,,,,,
Петрова Алиса Степановна,Нахимовский проспект,1,263,1977,,,,,
Попов Илья Матвеевич,Ленинский проспект,2,278,1951,,,,,
Сидоров Матвей Даниилович,Ленинский проспект,13,244,1986,,,,,
Новикова Кристина Васильевна,Улица Панфёрова,30,243,1977,,,,,
Тихонова Мария Фёдоровна,Улица Крупской,20,8,1979,,,,,
Прокофьев Дмитрий Родионович,Улица Академика Пилюгина,5,62,1987,,,,,
Андреева Ева Андреевна,Улица Академика Пилюгина,29,261,1976,,,,,
Кудрявцева Анна Тимофеевна,Улица Гарибальди,10,181,1953,,,,,
Селиванова Елизавета Марковна,Проспект Вернадского,12,280,1977,,,,,
Чернышев Платон Артёмович,Улица Кравченко,9,219,1966,,,,,
Николаева Дарина Григорьевна,Улица Гарибальди,15,215,1959,,,,,
Гришина Кира Артемьевна,Улица Гарибальди,29,153,1995,,,,,
Соколов Лев Владиславович,Улица Строителей,3,104,1999,,,,,
Глухова Полина Андреевна,Улица Панфёрова,18,78,1987,,,,,
Пономарева Ирина Александровна,Улица Марии Ульяновой,22,27,1978,,,,,
Захарова Дарина Ярославовна,Улица Крупской,22,248,1957,,,,,
Филимонова Анна Владимировна,Улица Гарибальди,3,176,1973,,,,,
Петрова Таисия Артёмовна,Улица Строителей,22,162,1963,,,,,
Наумов Артём Константинович,Ленинский проспект,1,98,1998,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,7,24,1953,,,,,
Максимова Полина Максимовна,Улица Строителей,2,279,1998,,,,,
Захарова Дарина Ярославовна,Улица Гарибальди,3,300,1984,,,,,
Егорова Надежда Дмитриевна,Нахимовский проспект,23,48,2004,,,,,
Кудрявцева Анна Тимофеевна,Улица Вавилова,10,290,1991,,,,,
Тихомиров Герман Даниилович,Улица Вавилова,24,126,1966,,,,,
Соколов Лев Владиславович,Улица Крупской,17,203,1969,,,,,
Козлова Виктория Дмитриевна,Ленинский проспект,29,27,1997,,,,,
Филиппова Надежда Ярославовна,Улица Вавилова,13,195,1986,,,,,
Миронов Илья Мирославович,Улица Академика Пилюгина,17,93,2001,,,,,
Семенова Виктория Ивановна,Улица Архитектора Власова,29,166,1950,,,,,
Егоров Глеб Семёнович,Улица Гарибальди,3,300,1982,,,,,
Латышев Роман Михайлович,Проспект Вернадского,23,165,1965,,,,,
Осипов Вадим Борисович,Улица Академика Пилюгина,12,151,1970,,,,,
Селиванова Елизавета Марковна,Улица Академика Пилюгина,13,256,1976,,,,,
Панфилова Зоя Петровна,Улица Марии Ульяновой,27,51,1950,,,,,
Жданова Ульяна Никитична,Нахимовский проспект,28,175,1977,,,,,
Белова Анастасия Ивановна,Улица Кравченко,16,206,1969,,,,,
Филиппова София Максимовна,Улица Академика Пилюгина,8,99,1965,,,,,
Левина Анна Александровна,Улица Вавилова,8,66,1987,,,,,
Данилова Диана Тимуровна,Нахимовский проспект,12,145,1963,,,,,
Колесников Георгий Маркович,Улица Гарибальди,26,107,1989,,,,,
Никонова София Константиновна,Улица Кравченко,13,249,1962,,,,,
Рыбаков Фёдор Дмитриевич,Улица Строителей,28,100,1962,,,,,
Алексеев Степан Семёнович,Улица Академика Пилюгина,30,151,1993,,,,,
Зубков Алексей Арсеньевич,Ленинский проспект,26,162,1998,,,,,
Тихомиров Герман Даниилович,Улица Марии Ульяновой,28,207,2000,,,,,
Миронов Иван Никитич,Улица Крупской,24,252,1990,,,,,
Карташов Марк Владимирович,Проспект Вернадского,11,105,1997,,,,,
Соколов Лев Владиславович,Улица Вавилова,25,252,1997,,,,,
Белов Максим Демидович,Улица Архитектора Власова,6,149,1985,,,,,
Лебедева Василиса Андреевна,Ленинский проспект,8,113,1999,,,,,
Павлов Кирилл Александрович,Улица Академика Пилюгина,27,181,1980,,,,,
Кожевников Иван Евгеньевич,Улица Кравченко,23,103,1970,,,,,
Серебрякова Дарья Георгиевна,Улица Архитектора Власова,6,292,1954,,,,,
Новикова Кристина Васильевна,Ленинский проспект,27,233,1987,,,,,
Прохоров Андрей Арсеньевич,Проспект Вернадского,28,76,1950,,,,,
Прокофьев Дмитрий Родионович,Улица Строителей,27,24,1977,,,,,
Гордеева Диана Михайловна,Улица Панфёрова,9,135,1970,,,,,
Карташов Марк Владимирович,Улица Марии Ульяновой,1,132,1972,,,,,
Захарова Дарина Ярославовна,Проспект Вернадского,21,60,2003,,,,,
Глухова Полина Андреевна,Улица Академика Пилюгина,29,293,1983,,,,,
Фирсова Василиса Марковна,Ленинский проспект,30,132,2001,,,,,
Васильева София Николаевна,Нахимовский проспект,13,29,1979,,,,,
Жданов Кирилл Фёдорович,Улица Гарибальди,23,241,1952,,,,,
Сазонова Анастасия Александровна,Нахимовский проспект,2,186,1950,,,,,
Лебедева Василиса Андреевна,Проспект Вернадского,26,104,1965,,,,,
Панфилова Зоя Петровна,Улица Гарибальди,23,232,1973,,,,,
Латышев Роман Михайлович,Улица Архитектора Власова,8,165,1962,,,,,
Серебрякова Дарья Георгиевна,Нахимовский проспект,4,234,1962,,,,,
Овчинникова Дарья Ильинична,Улица Кравченко,15,57,1989,,,,,
Петрова Алиса Степановна,Улица Архитектора Власова,10,84,1975,,,,,
Филиппова София Максимовна,Улица Кравченко,20,272,2005,,,,,
Громова Кира Антоновна,Улица Строителей,27,110,1956,,,,,
Ананьев Алексей Семёнович,Ленинский проспект,17,185,1973,,,,,
Фомин Артём Андреевич,Улица Архитектора Власова,9,239,1998,,,,,
Литвинова Полина Лукинична,Улица Кравченко,6,111,1981,,,,,
Павлов Кирилл Александрович,Улица Строителей,8,96,1951,,,,,
Денисов Алексей Романович,Проспект Вернадского,8,27,1993,,,,,
Филиппова Алиса Артёмовна,Улица Архитектора Власова,3,253,1968,,,,,
Козлов Иван Михайлович,Улица Вавилова,14,116,1958,,,,,
Пономарева Ирина Александровна,Улица Кравченко,30,24,1965,,,,,
Давыдов Кирилл Янович,Ленинский проспект,25,87,1994,,,,,
Суслов Демид Дмитриевич,Улица Строителей,27,163,1950,,,,,
Озеров Григорий Иванович,Улица Академика Пилюгина,15,190,1999,,,,,
Жданов Илья Михайлович,Улица Архитектора Власова,23,109,1981,,,,,
Васильева Вероника Мироновна,Проспект Вернадского,2,86,1997,,,,,
Максимова Анна Фёдоровна,Улица Кравченко,4,50,1959,,,,,
Шишкин Константин Павлович,Улица Архитектора Власова,29,201,1979,,,,,
Осипов Вадим Борисович,Улица Гарибальди,3,134,1972,,,,,
Новикова София Елисеевна,Улица Вавилова,1,8,1963,,,,,
Чернышев Платон Артёмович,Улица Гарибальди,25,237,1962,,,,,
Филиппова Алиса Артёмовна,Улица Кравченко,9,151,1997,,,,,
Моисеева София Максимовна,Улица Марии Ульяновой,20,179,1974,,,,,
Романова Вероника Николаевна,Улица Марии Ульяновой,17,251,1962,,,,,
Никитина Мария Руслановна,Улица Академика Пилюгина,15,105,1973,,,,,
Добрынин Дмитрий Тихонович,Улица Академика Пилюгина,19,4,1955,,,,,
Дорофеева Анна Фёдоровна,Улица Архитектора Власова,24,287,2001,,,,,
Куликова Мария Никитична,Улица Гарибальди,20,192,1963,,,,,
Тихонова Василиса Фёдоровна,Улица Строителей,5,148,1954,,,,,
Захарова Дарина Ярославовна,Улица Академика Пилюгина,18,160,1975,,,,,
Белов Максим Демидович,Улица Крупской,28,22,1953,,,,,
Кожевников Иван Евгеньевич,Улица Академика Пилюгина,1,144,1995,,,,,
Баранова Алиса Ивановна,Улица Академика Пилюгина,27,124,1980,,,,,
Елизарова Антонина Игоревна,Улица Кравченко,26,5,1952,,,,,
Тихонова Мария Фёдоровна,Улица Вавилова,25,52,1980,,,,,
Копылов Григорий Платонович,Улица Академика Пилюгина,25,198,1997,,,,,
Белова Анастасия Ивановна,Улица Марии Ульяновой,22,97,1954,,,,,
Степанов Дмитрий Александрович,Ленинский проспект,6,150,1987,,,,,
Максимова Алиса Ярославовна,Улица Архитектора Власова,15,143,1973,,,,,
Карпова Арина Григорьевна,Улица Академика Пилюгина,21,211,1958,,,,,
Ананьев Алексей Семёнович,Улица Строителей,3,66,1978,,,,,
Новикова Кристина Васильевна,Улица Архитектора Власова,12,125,1995,,,,,
Копылов Григорий Платонович,Улица Гарибальди,9,33,2004,,,,,
Дорофеев Никита Александрович,Нахимовский проспект,22,215,1992,,,,,
Дорофеева Анна Фёдоровна,Улица Академика Пилюгина,30,132,1955,,,,,
Наумов Артём Константинович,Проспект Вернадского,16,139,1964,,,,,
Захаров Илья Никитич,Нахимовский проспект,13,186,1964,,,,,
Филимонова Анна Владимировна,Улица Архитектора Власова,30,147,1991,,,,,
Зубков Алексей Арсеньевич,Улица Кравченко,13,265,1967,,,,,
Волков Кирилл Маркович,Улица Академика Пилюгина,4,117,2001,,,,,
Левина Анна Александровна,Улица Вавилова,8,227,1983,,,,,
Романова Вероника Николаевна,Улица Архитектора Власова,29,259,1964,,,,,
Карташов Марк Владимирович,Улица Кравченко,26,227,1952,,,,,
Алексеев Степан Семёнович,Ленинский проспект,5,282,1960,,,,,
Алексеев Матвей Яковлевич,Улица Академика Пилюгина,5,248,2003,,,,,
Самсонова Милана Матвеевна,Улица Марии Ульяновой,13,145,1973,,,,,
Соколова Василиса Александровна,Улица Вавилова,17,173,1979,,,,,
Попов Леонид Макарович,Улица Марии Ульяновой,9,256,1972,,,,,
Левин Максим Богданович,Улица Марии Ульяновой,20,9,2000,,,,,
Миронов Илья Мирославович,Улица Панфёрова,19,11,1982,,,,,
Коровина Екатерина Юрьевна,Улица Панфёрова,5,103,2001,,,,,
Моисеева София Максимовна,Улица Крупской,30,80,1957,,,,,
Левин Сергей Ильич,Ленинский проспект,19,18,1983,,,,,
Романова Вероника Николаевна,Улица Кравченко,6,132,1987,,,,,
Голиков Кирилл Маркович,Нахимовский проспект,17,297,1965,,,,,
Васильев Кирилл Ильич,Улица Крупской,27,156,1966,,,,,
Сергеев Михаил Станиславович,Ленинский проспект,15,193,2004,,,,,
Озеров Григорий Иванович,Улица Архитектора Власова,18,94,1950,,,,,
Карпов Григорий Иванович,Нахимовский проспект,16,236,1998,,,,,
Ежова Ксения Георгиевна,Ленинский проспект,13,171,2003,,,,,
Горелов Владимир Дмитриевич,Улица Академика Пилюгина,12,298,1967,,,,,
Туманов Сергей Михайлович,Нахимовский проспект,9,58,2000,,,,,
Пономарева Мирослава Григорьевна,Улица Академика Пилюгина,4,248,1981,,,,,
Ермакова Майя Никитична,Улица Гарибальди,24,196,1960,,,,,
Латышев Роман Михайлович,Нахимовский проспект,19,211,1985,,,,,
Петров Георгий Николаевич,Улица Архитектора Власова,20,201,1989,,,,,
Никонова София Константиновна,Улица Марии Ульяновой,6,166,1991,,,,,
Зубков Алексей Арсеньевич,Проспект Вернадского,10,271,1960,,,,,
Орлова Алёна Романовна,Улица Вавилова,5,112,1989,,,,,
Ежова Ксения Георгиевна,Улица Панфёрова,20,152,1963,,,,,
Коровина Екатерина Юрьевна,Улица Архитектора Власова,4,46,1981,,,,,
Фомин Артём Андреевич,Ленинский проспект,20,247,1957,,,,,
Серебрякова Полина Ярославовна,Улица Строителей,21,2,1986,,,,,
Жданов Илья Михайлович,Улица Панфёрова,4,112,1999,,,,,
Романова Вероника Николаевна,Ленинский проспект,7,223,1993,,,,,
Александрова Василиса Ивановна,Нахимовский проспект,5,138,2002,,,,,
Рыбаков Фёдор Дмитриевич,Улица Строителей,16,100,1956,,,,,
Елизарова Антонина Игоревна,Улица Строителей,3,164,1969,,,,,
Дьякова Анастасия Александровна,Улица Марии Ульяновой,2,130,1965,,,,,
Голиков Кирилл Маркович,Нахимовский проспект,5,25,1966,,,,,
Зубков Алексей Арсеньевич,Улица Кравченко,1,103,1977,,,,,
Тихонова Василиса Фёдоровна,Проспект Вернадского,7,72,1959,,,,,
Сергеев Гордей Ярославович,Улица Марии Ульяновой,4,230,1953,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,19,280,1989,,,,,
Никитина Мария Руслановна,Улица Гарибальди,28,171,2001,,,,,
Соколова Василиса Александровна,Улица Кравченко,19,252,1965,,,,,
Александрова Василиса Ивановна,Улица Академика Пилюгина,7,167,1997,,,,,
Исаев Илья Георгиевич,Улица Академика Пилюгина,17,112,1951,,,,,
Григорьев Пётр Александрович,Улица Строителей,16,96,1970,,,,,
Исаев Илья Георгиевич,Улица Академика Пилюгина,16,109,1953,,,,,
Васильева София Николаевна,Проспект Вернадского,3,244,2001,,,,,
Иванова Татьяна Юрьевна,Нахимовский проспект,9,124,2003,,,,,
Иванов Артём Иванович,Ленинский проспект,13,145,1955,,,,,
Иванов Даниил Олегович,Проспект Вернадского,10,287,1972,,,,,
Копылов Григорий Платонович,Улица Марии Ульяновой,11,82,1968,,,,,
Латышев Роман Михайлович,Улица Марии Ульяновой,1,19,1973,,,,,
Тарасова Арина Глебовна,Нахимовский проспект,25,139,1971,,,,,
Жданов Кирилл Фёдорович,Улица Гарибальди,27,22,2000,,,,,
Прокофьев Дмитрий Родионович,Улица Крупской,15,47,1976,,,,,
Петров Георгий Николаевич,Улица Крупской,9,134,1989,,,,,
Никитина Мария Руслановна,Улица Крупской,23,222,1998,,,,,
Пономарева Ирина Александровна,Проспект Вернадского,23,80,2000,,,,,
Дьякова Анастасия Александровна,Улица Крупской,5,214,1988,,,,,
Дмитриев Ярослав Романович,Улица Марии Ульяновой,1,290,1973,,,,,
Суслов Демид Дмитриевич,Ленинский проспект,13,179,1974,,,,,
Захаров Роман Денисович,Ленинский проспект,29,61,1982,,,,,
Фомин Артём Андреевич,Улица Марии Ульяновой,23,205,2002,,,,,
Александрова Василиса Ивановна,Улица Панфёрова,6,17,1952,,,,,
Голиков Лев Никитич,Улица Строителей,4,254,1953,,,,,
Жданов Кирилл Фёдорович,Ленинский проспект,9,164,1971,,,,,
Горелов Владимир Дмитриевич,Улица Марии Ульяновой,6,10,1969,,,,,
Васильев Михаил Константинович,Улица Вавилова,18,60,1954,,,,,
Ларина Александра Ярославовна,Нахимовский проспект,10,255,1996,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,28,289,1960,,,,,
Баранова Алиса Ивановна,Улица Гарибальди,11,48,1977,,,,,
Самсонова Милана Матвеевна,Улица Кравченко,14,284,1993,,,,,
Климова Екатерина Михайловна,Ленинский проспект,21,191,1977,,,,,
Герасимов Артур Денисович,Проспект Вернадского,16,73,1984,,,,,
Ларина Александра Ярославовна,Улица Кравченко,1,92,1986,,,,,
Сидоров Матвей Даниилович,Улица Вавилова,27,226,1979,,,,,
Голиков Лев Никитич,Улица Крупской,13,207,1990,,,,,
Коротков Кирилл Мирославович,Улица Панфёрова,16,285,1963,,,,,
Балашова Анна Савельевна,Улица Вавилова,20,38,1991,,,,,
Данилова Диана Тимуровна,Ленинский проспект,24,40,1966,,,,,
Смирнова Полина Максимовна,Улица Гарибальди,10,257,1981,,,,,
Новикова София Елисеевна,Нахимовский проспект,5,205,1969,,,,,
Плотников Елисей Ильич,Улица Панфёрова,28,48,2000,,,,,
Овчинникова Ольга Ильинична,Улица Кравченко,12,193,1996,,,,,
Денисов Илья Дмитриевич,Проспект Вернадского,30,262,1968,,,,,
Богданов Владимир Маркович,Улица Вавилова,3,37,2000,,,,,
Чернышев Платон Артёмович,Нахимовский проспект,22,140,1951,,,,,
Богданов Владимир Маркович,Нахимовский проспект,4,210,1979,,,,,
Орлов Вадим Иванович,Улица Кравченко,11,60,2004,,,,,
Ананьев Алексей Семёнович,Улица Архитектора Власова,25,175,2000,,,,,
Козлова Виктория Дмитриевна,Улица Гарибальди,15,261,1996,,,,,
Козлов Глеб Матвеевич,Улица Строителей,18,290,1982,,,,,
Васильев Кирилл Ильич,Улица Архитектора Власова,19,71,2004,,,,,
Лазарева Анна Григорьевна,Улица Гарибальди,3,228,1993,,,,,
Власова Алина Андреевна,Улица Крупской,21,299,1966,,,,,
Глухова Полина Андреевна,Улица Панфёрова,5,155,1979,,,,,
