ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Осипов Александр Тимофеевич,Улица Панфёрова,23,16,1995,,,,,
Романова Вероника Николаевна,Улица Вавилова,25,231,1978,,,,,
Прохоров Андрей Арсеньевич,Нахимовский проспект,12,114,1968,,,,,
Захаров Николай Александрович,Ленинский проспект,11,25,1981,,,,,
Белова Анастасия Ивановна,Нахимовский проспект,25,47,1999,,,,,
Чернышев Платон Артёмович,Улица Панфёрова,10,36,1983,,,,,
Яковлев Леонид Константинович,Улица Крупской,16,28,1964,,,,,
Литвинова Полина Лукинична,Проспект Вернадского,26,66,1989,,,,,
Анохина Полина Кирилловна,Улица Панфёрова,10,149,1992,,,,,
Захарова Дарина Ярославовна,Улица Гарибальди,26,160,1984,,,,,
Белов Максим Демидович,Ленинский проспект,6,59,1982,,,,,
Левина Анна Александровна,Улица Марии Ульяновой,9,129,2005,,,,,
Морозов Роман Артурович,Улица Вавилова,22,193,1956,,,,,
Фирсова Василиса Марковна,Улица Марии Ульяновой,28,155,1972,,,,,
Леонтьев Семён Иванович,Улица Академика Пилюгина,3,71,1951,,,,,
Мартынов Даниил Демьянович,Улица Гарибальди,25,33,1965,,,,,
Грачев Платон Русланович,Улица Строителей,19,292,1963,,,,,
Захаров Илья Никитич,Улица Крупской,30,158,1981,,,,,
Тихонов Константин Артёмович,Нахимовский проспект,6,103,1955,,,,,
Новикова Елизавета Дмитриевна,Улица Академика Пилюгина,27,249,1993,,,,,
Григорьев Пётр Александрович,Улица Марии Ульяновой,18,81,2005,,,,,
Алексеев Степан Семёнович,Улица Крупской,14,133,1983,,,,,
Колесников Георгий Маркович,Улица Марии Ульяновой,14,233,1994,,,,,
Никитина Мария Руслановна,Улица Крупской,5,278,1968,,,,,
Соколова Василиса Александровна,Проспект Вернадского,30,232,1981,,,,,
Копылов Григорий Платонович,Улица Строителей,6,275,1956,,,,,
Егоров Глеб Семёнович,Улица Строителей,26,266,1982,,,,,
Васильева София Марковна,Ленинский проспект,5,136,2001,,,,,
Латышев Роман Михайлович,Проспект Вернадского,19,270,1950,,,,,
Баранова Майя Михайловна,Улица Вавилова,12,131,1989,,,,,
Новикова София Елисеевна,Улица Марии Ульяновой,10,113,1977,,,,,
Дорофеев Никита Александрович,Улица Строителей,29,126,1967,,,,,
Панфилова Зоя Петровна,Ленинский проспект,7,283,1959,,,,,
Воронина Полина Глебовна,Улица Крупской,7,12,1951,,,,,
Серебрякова Полина Ярославовна,Улица Гарибальди,4,241,1975,,,,,
Грачев Платон Русланович,Улица Строителей,29,90,2000,,,,,
Куликова Мария Никитична,Улица Гарибальди,21,251,1983,,,,,
Антонов Артём Платонович,Улица Гарибальди,29,183,1982,,,,,
Иванова Татьяна Юрьевна,Улица Вавилова,25,238,1956,,,,,
Елизарова Антонина Игоревна,Ленинский проспект,21,264,1974,,,,,
Фирсова Василиса Марковна,Улица Марии Ульяновой,7,42,1978,,,,,
Карташов Марк Владимирович,Улица Крупской,12,149,1956,,,,,
Константинов Александр Юрьевич,Улица Крупской,2,183,1956,,,,,
Романов Сергей Михайлович,Улица Академика Пилюгина,27,63,1987,,,,,
Козлов Глеб Матвеевич,Проспект Вернадского,23,85,1958,,,,,
Кукушкин Павел Львович,Улица Гарибальди,28,181,1992,,,,,
Шилова Алиса Ивановна,Нахимовский проспект,15,80,1976,,,,,
Кожевников Иван Евгеньевич,Ленинский проспект,29,16,1958,,,,,
Николаева Валерия Владимировна,Улица Архитектора Власова,11,85,1953,,,,,
Герасимов Андрей Матвеевич,Проспект Вернадского,20,169,1960,,,,,
Никонова София Константиновна,Улица Академика Пилюгина,6,194,2005,,,,,
Морозов Роман Артурович,Ленинский проспект,9,128,1974,,,,,
Мартынов Даниил Демьянович,Улица Марии Ульяновой,23,4,1989,,,,,
Хохлов Александр Михайлович,Улица Крупской,29,173,1963,,,,,
Полякова Мария Артёмовна,Улица Строителей,26,187,1994,,,,,
Васильева София Николаевна,Улица Крупской,21,36,1986,,,,,
Жданов Кирилл Фёдорович,Ленинский проспект,25,127,1972,,,,,
Федотова Полина Максимовна,Улица Академика Пилюгина,8,129,1969,,,,,
Селиванова Елизавета Марковна,Нахимовский проспект,21,197,1960,,,,,
Максимова Полина Кирилловна,Проспект Вернадского,13,226,2005,,,,,
Миронов Иван Никитич,Улица Марии Ульяновой,26,283,1966,,,,,
Громова Кира Антоновна,Улица Вавилова,7,264,1980,,,,,
Суворов Макар Александрович,Улица Академика Пилюгина,20,233,1977,,,,,
Новикова София Елисеевна,Улица Крупской,30,256,1954,,,,,
Александрова Василиса Ивановна,Ленинский проспект,1,231,1994,,,,,
Баранова Василиса Александровна,Улица Строителей,4,293,1951,,,,,
Осипов Вадим Борисович,Улица Гарибальди,1,150,1968,,,,,
Васильев Михаил Константинович,Улица Кравченко,24,179,1994,,,,,
Козлова Виктория Дмитриевна,Ленинский проспект,8,179,1990,,,,,
Рыбаков Фёдор Дмитриевич,Улица Архитектора Власова,30,54,1960,,,,,
Овчинникова Дарья Ильинична,Улица Вавилова,30,213,1986,,,,,
Михайлов Елисей Михайлович,Улица Академика Пилюгина,26,128,1952,,,,,
Тихонов Константин Артёмович,Нахимовский проспект,25,260,1958,,,,,
Крючков Вячеслав Андреевич,Ленинский проспект,3,18,1998,,,,,
Жданов Илья Михайлович,Ленинский проспект,15,58,1973,,,,,
Горелов Владимир Дмитриевич,Улица Архитектора Власова,27,129,1956,,,,,
Климова Екатерина Михайловна,Улица Марии Ульяновой,16,176,1983,,,,,
Козлов Роман Сергеевич,Ленинский проспект,11,62,1958,,,,,
Орлов Вадим Иванович,Улица Марии Ульяновой,7,43,1965,,,,,
Копылов Григорий Платонович,Проспект Вернадского,18,145,1983,,,,,
Гордеева Диана Михайловна,Улица Кравченко,23,78,2000,,,,,
Куликова Мария Никитична,Улица Гарибальди,20,157,1958,,,,,
Овчинникова Ольга Ильинична,Улица Панфёрова,19,177,1974,,,,,
Пахомов Владислав Макарович,Улица Панфёрова,26,137,2001,,,,,
Левин Максим Богданович,Улица Панфёрова,24,182,1965,,,,,
Прокофьев Дмитрий Родионович,Улица Гарибальди,3,122,2003,,,,,
Осипов Александр Тимофеевич,Улица Марии Ульяновой,14,123,1953,,,,,
Елизарова Антонина Игоревна,Проспект Вернадского,2,121,1995,,,,,
Шишкин Константин Павлович,Улица Строителей,22,69,1971,,,,,
Смирнова Полина Максимовна,Улица Панфёрова,12,132,1982,,,,,
Громова Кира Антоновна,Улица Строителей,12,110,1961,,,,,
Петрова Алиса Степановна,Улица Крупской,29,156,1977,,,,,
Петровская Полина Максимовна,Улица Кравченко,21,182,1979,,,,,
Захаров Илья Никитич,Улица Строителей,9,54,1969,,,,,
Никонова София Константиновна,Проспект Вернадского,26,80,1978,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,28,274,1980,,,,,
Тихонова Мария Фёдоровна,Улица Панфёрова,13,113,1993,,,,,
Филиппова Надежда Ярославовна,Улица Архитектора Власова,28,75,1965,,,,,
Астахова Виктория Васильевна,Улица Академика Пилюгина,1,63,1992,,,,,
Смирнова Полина Максимовна,Улица Архитектора Власова,19,156,1984,,,,,
Попов Илья Матвеевич,Нахимовский проспект,1,20,1953,,,,,
Голиков Кирилл Маркович,Нахимовский проспект,21,134,1984,,,,,
Новиков Андрей Георгиевич,Улица Строителей,21,211,1971,,,,,
Сидоров Матвей Даниилович,Улица Строителей,30,139,1951,,,,,
Тихонова Василиса Фёдоровна,Улица Панфёрова,3,49,1971,,,,,
Константинов Александр Юрьевич,Улица Крупской,22,246,1982,,,,,
Иванов Максим Тимофеевич,Улица Марии Ульяновой,5,77,1951,,,,,
Максимова Полина Кирилловна,Улица Строителей,24,272,2005,,,,,
Баранова Алиса Ивановна,Улица Академика Пилюгина,28,186,1997,,,,,
Семенова Виктория Ивановна,Ленинский проспект,6,218,1959,,,,,
Миронов Илья Мирославович,Улица Вавилова,4,279,2004,,,,,
Алексеев Степан Семёнович,Улица Гарибальди,5,6,1978,,,,,
Новикова София Елисеевна,Проспект Вернадского,1,213,1966,,,,,
Михайлов Елисей Михайлович,Улица Академика Пилюгина,25,188,1961,,,,,
Алексеев Степан Семёнович,Улица Панфёрова,15,85,2000,,,,,
Самсонова Милана Матвеевна,Улица Гарибальди,11,1,1972,,,,,
Наумов Артём Константинович,Улица Гарибальди,14,123,1965,,,,,
Воронина Полина Глебовна,Улица Вавилова,14,18,1953,,,,,
Овчинникова Дарья Ильинична,Улица Панфёрова,15,30,1994,,,,,
Литвинова Полина Лукинична,Улица Академика Пилюгина,12,56,1995,,,,,
Егорова Надежда Дмитриевна,Улица Вавилова,15,115,1973,,,,,
Овчинникова Дарья Ильинична,Улица Строителей,22,160,1962,,,,,
Терентьева Арина Марковна,Улица Кравченко,26,49,1981,,,,,
Алексеев Степан Семёнович,Улица Архитектора Власова,17,65,1974,,,,,
Беляева Ева Данииловна,Улица Панфёрова,5,270,1974,,,,,
Орлова Алёна Романовна,Улица Гарибальди,21,93,1965,,,,,
Яковлев Леонид Константинович,Улица Архитектора Власова,24,154,1971,,,,,
Петровская Полина Максимовна,Улица Академика Пилюгина,21,248,2000,,,,,
Григорьев Пётр Александрович,Улица Марии Ульяновой,28,21,1965,,,,,
Васильева София Марковна,Ленинский проспект,8,264,1971,,,,,
Левин Максим Богданович,Улица Строителей,19,158,1958,,,,,
Денисов Илья Дмитриевич,Улица Панфёрова,1,125,1953,,,,,
Петрова Таисия Артёмовна,Улица Гарибальди,3,22,2003,,,,,
Соколов Лев Владиславович,Улица Строителей,12,237,2003,,,,,
Серебрякова Полина Ярославовна,Улица Марии Ульяновой,5,83,1974,,,,,
Орлов Игорь Александрович,Улица Вавилова,16,170,1976,,,,,
Чернышев Платон Артёмович,Улица Вавилова,2,32,1974,,,,,
Морозов Роман Артурович,Улица Крупской,30,261,2000,,,,,
Платонова Алиса Степановна,Улица Панфёрова,7,229,1993,,,,,
Алексеев Степан Семёнович,Улица Архитектора Власова,27,298,1967,,,,,
Добрынин Дмитрий Тихонович,Проспект Вернадского,6,66,1971,,,,,
Соколова Василиса Александровна,Улица Архитектора Власова,7,68,1965,,,,,
Филиппова София Максимовна,Улица Архитектора Власова,23,210,1988,,,,,
Иванов Даниил Олегович,Улица Крупской,16,263,1969,,,,,
Семенова Виктория Ивановна,Нахимовский проспект,26,80,1963,,,,,
Блохина Елизавета Ильинична,Улица Строителей,25,144,1952,,,,,
Кукушкин Павел Львович,Улица Вавилова,8,209,1979,,,,,
Новиков Андрей Георгиевич,Нахимовский проспект,3,128,1987,,,,,
Скворцов Максим Мирославович,Улица Архитектора Власова,1,220,1999,,,,,
Соловьева Елизавета Ивановна,Нахимовский проспект,5,139,1968,,,,,
Захаров Николай Александрович,Улица Панфёрова,23,281,2000,,,,,
Дорофеев Никита Александрович,Улица Вавилова,20,184,1960,,,,,
Ермакова Майя Никитична,Улица Крупской,12,90,1961,,,,,
Пономарева Ирина Александровна,Улица Марии Ульяновой,20,104,2000,,,,,
Жданов Кирилл Фёдорович,Улица Крупской,13,181,1951,,,,,
Туманов Сергей Михайлович,Улица Кравченко,7,107,1960,,,,,
Жданов Кирилл Фёдорович,Улица Академика Пилюгина,13,187,1995,,,,,
Денисов Алексей Романович,Улица Марии Ульяновой,11,141,1955,,,,,
Морозов Роман Артурович,Ленинский проспект,14,182,1955,,,,,
Николаева Дарина Григорьевна,Улица Вавилова,20,62,1988,,,,,
Андреева Ева Андреевна,Улица Вавилова,18,275,1963,,,,,
Дьякова Анастасия Александровна,Проспект Вернадского,28,110,1989,,,,,
Астахова Виктория Васильевна,Улица Вавилова,26,135,1990,,,,,
Козлов Роман Сергеевич,Улица Кравченко,15,137,1969,,,,,
Захаров Николай Александрович,Проспект Вернадского,13,211,1975,,,,,
Васильева Вероника Мироновна,Улица Панфёрова,22,156,1996,,,,,
Озеров Григорий Иванович,Улица Крупской,18,119,1999,,,,,
Хохлов Александр Михайлович,Улица Марии Ульяновой,7,259,1977,,,,,
Федотова Полина Максимовна,Улица Строителей,27,58,1988,,,,,
Захарова Дарина Ярославовна,Улица Марии Ульяновой,1,292,1986,,,,,
Васильева София Марковна,Улица Марии Ульяновой,10,132,2005,,,,,
Егорова Надежда Дмитриевна,Улица Строителей,8,201,1951,,,,,
Карташов Марк Владимирович,Ленинский проспект,13,176,2002,,,,,
Орлов Георгий Иванович,Улица Архитектора Власова,27,192,2004,,,,,
Жданова Ульяна Никитична,Улица Гарибальди,4,281,1972,,,,,
Иванов Дмитрий Ярославович,Улица Архитектора Власова,17,147,1963,,,,,
Воронина Полина Глебовна,Улица Марии Ульяновой,14,242,1995,,,,,
Орлова Алёна Романовна,Проспект Вернадского,15,99,1972,,,,,
Захаров Николай Александрович,Улица Строителей,1,90,1977,,,,,
Филиппова Алиса Артёмовна,Улица Строителей,19,162,1973,,,,,
Кудрявцева Анна Тимофеевна,Улица Архитектора Власова,25,3,1956,,,,,
Прохоров Андрей Арсеньевич,Улица Академика Пилюгина,3,197,1988,,,,,
Прохоров Андрей Арсеньевич,Ленинский проспект,12,117,1971,,,,,
Куликов Ярослав Фёдорович,Нахимовский проспект,30,71,1977,,,,,
Васильев Михаил Константинович,Улица Марии Ульяновой,16,176,1950,,,,,
Петрова Таисия Артёмовна,Улица Марии Ульяновой,22,269,1956,,,,,
Чернышев Платон Артёмович,Улица Крупской,6,275,1984,,,,,
Серебрякова Полина Ярославовна,Улица Кравченко,3,216,1966,,,,,
Сидоров Матвей Даниилович,Улица Строителей,30,32,2001,,,,,
Пахомов Владислав Макарович,Ленинский проспект,7,136,1985,,,,,
Алексеев Матвей Яковлевич,Улица Марии Ульяновой,15,173,1962,,,,,
Павлов Лев Александрович,Улица Панфёрова,18,234,1995,,,,,
Алешина Кристина Евгеньевна,Улица Марии Ульяновой,6,79,1956,,,,,
Соколова Полина Романовна,Улица Гарибальди,9,28,1967,,,,,
Сергеев Михаил Станиславович,Улица Архитектора Власова,12,50,2004,,,,,
Белов Максим Демидович,Улица Вавилова,18,280,1975,,,,,
Алексеев Матвей Яковлевич,Улица Академика Пилюгина,28,183,1986,,,,,
Матвеева Ева Андреевна,Улица Вавилова,8,87,1964,,,,,
Климова Екатерина Михайловна,Улица Вавилова,23,177,1952,,,,,
Филимонова Анна Владимировна,Улица Архитектора Власова,18,245,1994,,,,,
Павлов Кирилл Александрович,Улица Архитектора Власова,6,131,1980,,,,,
Новикова София Елисеевна,Улица Кравченко,5,11,1985,,,,,
Григорьев Пётр Александрович,Улица Кравченко,29,39,1951,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,8,266,1950,,,,,
Захарова Дарина Ярославовна,Проспект Вернадского,22,53,2000,,,,,
Баранова Василиса Александровна,Улица Панфёрова,11,81,1960,,,,,
Максимова Полина Кирилловна,Нахимовский проспект,9,51,1974,,,,,
Александрова Василиса Ивановна,Улица Гарибальди,15,116,2004,,,,,
Озеров Григорий Иванович,Нахимовский проспект,1,28,1956,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,30,176,1956,,,,,
Васильев Кирилл Ильич,Улица Панфёрова,21,6,1978,,,,,
Козлов Роман Сергеевич,Проспект Вернадского,19,295,1986,,,,,
Калинин Даниил Артёмович,Улица Архитектора Власова,12,78,1962,,,,,
Карташов Марк Владимирович,Ленинский проспект,18,97,1965,,,,,
Рыбаков Фёдор Дмитриевич,Улица Крупской,22,109,2002,,,,,
Карташов Марк Владимирович,Улица Крупской,12,286,1955,,,,,
Ананьев Алексей Семёнович,Улица Марии Ульяновой,7,75,1986,,,,,
Козлова Виктория Дмитриевна,Улица Крупской,12,43,2001,,,,,
Гордеева Диана Михайловна,Проспект Вернадского,4,144,1963,,,,,
Васильев Кирилл Ильич,Улица Гарибальди,29,245,1978,,,,,
Астахова София Ильинична,Улица Крупской,7,63,2001,,,,,
Захарова Дарина Ярославовна,Улица Крупской,8,74,1958,,,,,
Терентьева Арина Марковна,Улица Панфёрова,7,51,1982,,,,,
Климова Екатерина Михайловна,Улица Кравченко,28,117,2001,,,,,
Никонова София Константиновна,Улица Вавилова,24,158,2002,,,,,
Зубков Алексей Арсеньевич,Нахимовский проспект,16,280,1978,,,,,
Васильева София Марковна,Улица Архитектора Власова,3,36,1967,,,,,
Иванов Даниил Олегович,Улица Академика Пилюгина,19,225,2001,,,,,
Морозов Роман Артурович,Улица Марии Ульяновой,9,175,1961,,,,,
Карпов Григорий Иванович,Проспект Вернадского,4,226,1993,,,,,
Шестаков Андрей Львович,Улица Архитектора Власова,6,74,1974,,,,,
Петрова Алиса Степановна,Проспект Вернадского,19,89,1986,,,,,
Куликова Мария Никитична,Улица Строителей,22,217,1980,,,,,
Воронина Полина Глебовна,Улица Архитектора Власова,3,236,1975,,,,,
Тихонов Константин Артёмович,Улица Марии Ульяновой,27,127,1951,,,,,
Куликова Мария Никитична,Улица Панфёрова,27,39,1962,,,,,
Голиков Кирилл Маркович,Улица Строителей,29,248,2002,,,,,
Голиков Кирилл Маркович,Ленинский проспект,24,151,1954,,,,,
Новикова Кира Борисовна,Проспект Вернадского,20,259,1970,,,,,
Сидоров Матвей Даниилович,Улица Архитектора Власова,2,85,1987,,,,,
Гришина Кира Артемьевна,Улица Панфёрова,14,212,1974,,,,,
Максимова Полина Максимовна,Нахимовский проспект,15,173,1991,,,,,
Баранова Виктория Максимовна,Проспект Вернадского,22,114,1988,,,,,
Тихонова Мария Фёдоровна,Проспект Вернадского,29,265,1979,,,,,
Исаев Илья Георгиевич,Нахимовский проспект,15,227,1980,,,,,
Рыбаков Фёдор Дмитриевич,Улица Вавилова,10,171,1987,,,,,
Морозов Роман Артурович,Улица Академика Пилюгина,8,193,1994,,,,,
Овчинникова Ольга Ильинична,Улица Панфёрова,21,53,1961,,,,,
Шестаков Андрей Львович,Улица Кравченко,27,58,1990,,,,,
Павлов Лев Александрович,Улица Архитектора Власова,10,244,1951,,,,,
Козлов Роман Сергеевич,Улица Марии Ульяновой,1,163,1978,,,,,
Овчинникова Ольга Ильинична,Улица Панфёрова,3,175,1954,,,,,
Голиков Лев Никитич,Нахимовский проспект,8,176,1989,,,,,
Куликова Мария Никитична,Улица Кравченко,29,265,1970,,,,,
Голиков Лев Никитич,Ленинский проспект,26,257,1961,,,,,
Пономарева Ирина Александровна,Улица Вавилова,5,71,2002,,,,,
Левин Сергей Ильич,Улица Крупской,20,67,1986,,,,,
Суворов Макар Александрович,Улица Строителей,18,46,1964,,,,,
Максимова Алиса Ярославовна,Нахимовский проспект,21,87,1954,,,,,
Зубков Алексей Арсеньевич,Улица Архитектора Власова,4,70,1976,,,,,
Баранова Майя Михайловна,Ленинский проспект,23,112,1963,,,,,
Павлов Кирилл Александрович,Улица Кравченко,2,148,1998,,,,,
Орлов Игорь Александрович,Нахимовский проспект,10,69,1981,,,,,
Новикова Кира Борисовна,Улица Строителей,28,263,2003,,,,,
Орлов Вадим Иванович,Нахимовский проспект,8,116,1989,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,1,217,1990,,,,,
Куликов Ярослав Фёдорович,Проспект Вернадского,1,147,2001,,,,,
Овчинникова Дарья Ильинична,Улица Гарибальди,23,86,1954,,,,,
Наумов Артём Константинович,Улица Кравченко,19,36,2000,,,,,
Максимова Полина Кирилловна,Улица Строителей,29,236,1997,,,,,
Матвеева Ева Андреевна,Нахимовский проспект,1,167,2001,,,,,
Максимова Полина Кирилловна,Улица Вавилова,7,145,1966,,,,,
Павлов Лев Александрович,Улица Панфёрова,12,51,1990,,,,,
Щеглова Мария Артёмовна,Улица Гарибальди,4,161,1961,,,,,
Хохлов Александр Михайлович,Улица Строителей,28,287,1984,,,,,
Фирсова Василиса Марковна,Улица Гарибальди,3,226,1964,,,,,
Егорова Надежда Дмитриевна,Улица Академика Пилюгина,25,292,1965,,,,,
Максимова Алиса Ярославовна,Улица Вавилова,16,298,1970,,,,,
Никитина Мария Руслановна,Улица Архитектора Власова,7,184,1995,,,,,
Копылов Григорий Платонович,Проспект Вернадского,18,83,1951,,,,,
Козлов Иван Михайлович,Улица Крупской,29,273,1957,,,,,
Ананьев Алексей Семёнович,Улица Крупской,20,145,1952,,,,,
Егоров Глеб Семёнович,Улица Крупской,4,72,1950,,,,,
Ананьев Алексей Семёнович,Улица Кравченко,28,111,1968,,,,,
Миронов Иван Никитич,Улица Архитектора Власова,26,51,2001,,,,,
Баранова Майя Михайловна,Улица Крупской,5,162,1969,,,,,
Дорофеев Никита Александрович,Улица Марии Ульяновой,23,30,1971,,,,,
Васильева София Марковна,Ленинский проспект,19,109,2001,,,,,
Пономарева Ирина Александровна,Улица Марии Ульяновой,6,74,1984,,,,,
Васильева София Марковна,Улица Марии Ульяновой,29,165,1959,,,,,
Михайлов Елисей Михайлович,Улица Марии Ульяновой,24,224,1986,,,,,
Моисеева София Максимовна,Улица Архитектора Власова,6,37,1970,,,,,
Куликова Мария Никитична,Проспект Вернадского,5,218,1974,,,,,
Карпов Григорий Иванович,Улица Вавилова,23,52,1979,,,,,
Соколов Михаил Романович,Улица Архитектора Власова,1,204,1963,,,,,
Петровская Анастасия Макаровна,Проспект Вернадского,29,117,1990,,,,,
Левин Максим Богданович,Ленинский проспект,22,23,1961,,,,,
Степанов Дмитрий Александрович,Улица Строителей,9,94,1974,,,,,
Дьякова Анастасия Александровна,Ленинский проспект,11,67,1989,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,1,213,1963,,,,,
Фомин Артём Андреевич,Улица Академика Пилюгина,7,9,1951,,,,,
Суслов Демид Дмитриевич,Улица Архитектора Власова,4,260,1951,,,,,
Голиков Кирилл Маркович,Проспект Вернадского,11,81,1970,,,,,
Щеглова Мария Артёмовна,Улица Гарибальди,29,140,1991,,,,,
Левина Анна Александровна,Улица Гарибальди,6,115,1963,,,,,
Ларина Александра Ярославовна,Улица Вавилова,29,271,1992,,,,,
Давыдов Кирилл Янович,Проспект Вернадского,14,6,1985,,,,,
Павлов Кирилл Александрович,Улица Крупской,23,193,1970,,,,,
Левин Максим Богданович,Улица Панфёрова,16,232,1997,,,,,
Шестаков Андрей Львович,Улица Марии Ульяновой,6,281,1980,,,,,
Пахомов Владислав Макарович,Улица Строителей,1,59,2000,,,,,
Добрынин Дмитрий Тихонович,Улица Крупской,4,78,1976,,,,,
Дмитриев Ярослав Романович,Улица Панфёрова,6,140,1992,,,,,
Соколова Полина Романовна,Улица Кравченко,27,264,1950,,,,,
Сергеев Михаил Станиславович,Проспект Вернадского,15,239,1978,,,,,
Соколова Василиса Александровна,Улица Архитектора Власова,13,36,1972,,,,,
Данилова Диана Тимуровна,Проспект Вернадского,27,279,1961,,,,,
Новикова София Елисеевна,Нахимовский проспект,24,269,2000,,,,,
Блохина Елизавета Ильинична,Улица Архитектора Власова,12,264,1963,,,,,
Овчинникова Ольга Ильинична,Улица Гарибальди,15,125,1958,,,,,
Новикова София Елисеевна,Улица Панфёрова,14,123,1976,,,,,
Морозов Роман Артурович,Улица Кравченко,4,243,1976,,,,,
Белов Максим Демидович,Улица Строителей,1,137,2005,,,,,
Денисов Алексей Романович,Улица Крупской,12,262,1982,,,,,
Александрова Василиса Ивановна,Улица Крупской,12,218,1967,,,,,
Орлов Георгий Иванович,Улица Кравченко,11,290,1957,,,,,
Пономарева Ирина Александровна,Улица Гарибальди,9,32,1952,,,,,
Захаров Роман Денисович,Улица Строителей,18,223,1984,,,,,
Коровина Екатерина Юрьевна,Улица Архитектора Власова,18,249,1962,,,,,
Иванов Максим Тимофеевич,Нахимовский проспект,6,134,1984,,,,,
Елизарова Антонина Игоревна,Улица Кравченко,9,168,2002,,,,,
Белова София Львовна,Улица Марии Ульяновой,25,170,1972,,,,,
Ларина Александра Ярославовна,Улица Гарибальди,9,234,1964,,,,,
Козлов Роман Сергеевич,Улица Кравченко,3,78,1998,,,,,
Прокофьев Дмитрий Родионович,Улица Строителей,14,38,1951,,,,,
Петрова Таисия Артёмовна,Улица Панфёрова,11,235,2005,,,,,
Блохина Елизавета Ильинична,Ленинский проспект,18,80,1978,,,,,
Симонов Роман Андреевич,Улица Марии Ульяновой,12,237,1964,,,,,
Егоров Глеб Семёнович,Нахимовский проспект,9,146,1974,,,,,
Ларина Александра Ярославовна,Улица Кравченко,24,161,1962,,,,,
Павлов Евгений Кириллович,Улица Архитектора Власова,11,254,1966,,,,,
Снегирева Дарья Глебовна,Улица Кравченко,29,17,1957,,,,,
Николаева Валерия Владимировна,Улица Марии Ульяновой,9,21,1977,,,,,
Максимова Алиса Ярославовна,Улица Кравченко,13,207,1991,,,,,
Давыдов Кирилл Янович,Улица Архитектора Власова,4,216,1980,,,,,
Орлова Алёна Романовна,Нахимовский проспект,19,140,1960,,,,,
Серебрякова Полина Ярославовна,Улица Гарибальди,8,9,1993,,,,,
Крючков Вячеслав Андреевич,Улица Академика Пилюгина,15,261,1971,,,,,
Самсонова Милана Матвеевна,Улица Гарибальди,21,264,1990,,,,,
Ананьев Алексей Семёнович,Проспект Вернадского,7,220,1956,,,,,
Сергеев Михаил Станиславович,Улица Строителей,30,132,1963,,,,,
Баранова Василиса Александровна,Улица Строителей,27,186,1971,,,,,
Алексеев Степан Семёнович,Улица Панфёрова,16,67,1957,,,,,
Кудрявцева Анна Тимофеевна,Улица Гарибальди,26,51,1975,,,,,
Самсонова Милана Матвеевна,Проспект Вернадского,16,95,1964,,,,,
Тихомиров Герман Даниилович,Проспект Вернадского,16,48,1975,,,,,
Жданов Илья Михайлович,Улица Марии Ульяновой,29,104,1997,,,,,
Орлов Георгий Иванович,Улица Крупской,4,63,1986,,,,,
Колесников Георгий Маркович,Проспект Вернадского,10,214,1953,,,,,
Хохлов Александр Михайлович,Улица Вавилова,23,289,2002,,,,,
Климова Екатерина Михайловна,Улица Панфёрова,15,132,2005,,,,,
Захаров Илья Никитич,Проспект Вернадского,28,35,1966,,,,,
Матвеева Ева Андреевна,Улица Марии Ульяновой,4,40,1977,,,,,
Колесников Георгий Маркович,Улица Кравченко,22,128,1982,,,,,
Павлов Евгений Кириллович,Ленинский проспект,15,294,2002,,,,,
Миронов Илья Мирославович,Улица Строителей,13,292,1951,,,,,
Иванов Артём Иванович,Улица Гарибальди,4,78,1953,,,,,
Филиппова София Максимовна,Улица Архитектора Власова,29,44,1981,,,,,
Иванов Даниил Олегович,Улица Марии Ульяновой,10,201,1973,,,,,
Астахова Виктория Васильевна,Улица Строителей,25,231,1979,,,,,
Воронина Полина Глебовна,Улица Крупской,21,19,2002,,,,,
Прокофьев Дмитрий Родионович,Ленинский проспект,6,299,1988,,,,,
Семенова Виктория Ивановна,Улица Вавилова,22,119,1950,,,,,
Усова Алиса Николаевна,Улица Кравченко,25,30,2002,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,25,33,1980,,,,,
Попов Илья Матвеевич,Улица Гарибальди,13,265,1976,,,,,
Иванова Татьяна Юрьевна,Улица Кравченко,30,235,1988,,,,,
Мартынов Даниил Демьянович,Улица Архитектора Власова,24,79,1956,,,,,
Лебедева Василиса Андреевна,Улица Вавилова,12,25,1967,,,,,
Ермакова Майя Никитична,Улица Марии Ульяновой,21,128,1980,,,,,
Козлов Иван Михайлович,Улица Строителей,1,95,2003,,,,,
Жданов Кирилл Фёдорович,Ленинский проспект,24,236,1963,,,,,
Волков Кирилл Маркович,Улица Марии Ульяновой,27,99,1962,,,,,
Шишкин Константин Павлович,Проспект Вернадского,14,10,1982,,,,,
Васильева София Николаевна,Проспект Вернадского,14,276,1958,,,,,
Александрова Василиса Ивановна,Улица Крупской,4,86,2005,,,,,
Симонов Роман Андреевич,Нахимовский проспект,21,138,1997,,,,,
Иванов Максим Тимофеевич,Улица Вавилова,7,200,1987,,,,,
Данилова Диана Тимуровна,Улица Строителей,23,78,1968,,,,,
