ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Крючков Вячеслав Андреевич,Улица Архитектора Власова,10,240,1956,,,,,
Тарасова Арина Глебовна,Улица Вавилова,4,204,2001,,,,,
Герасимов Андрей Матвеевич,Улица Крупской,3,97,1972,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,10,15,1995,,,,,
Петрова Алиса Степановна,Улица Панфёрова,15,126,1995,,,,,
Ермакова Майя Никитична,Улица Академика Пилюгина,14,82,1988,,,,,
Денисов Илья Дмитриевич,Улица Марии Ульяновой,7,164,1975,,,,,
Чернышев Платон Артёмович,Нахимовский проспект,21,131,2004,,,,,
Новикова Елизавета Дмитриевна,Ленинский проспект,10,139,1999,,,,,
Блохина Елизавета Ильинична,Улица Строителей,10,116,1991,,,,,
Прохоров Андрей Арсеньевич,Улица Панфёрова,15,297,1979,,,,,
Жданова Ульяна Никитична,Проспект Вернадского,30,54,1996,,,,,
Козлов Иван Михайлович,Улица Крупской,20,166,1969,,,,,
Власова Алина Андреевна,Улица Архитектора Власова,4,123,2004,,,,,
Голиков Лев Никитич,Улица Строителей,9,210,1962,,,,,
Лебедева Василиса Андреевна,Улица Кравченко,11,298,1971,,,,,
Блохина Елизавета Ильинична,Улица Гарибальди,13,128,1965,,,,,
Наумов Артём Константинович,Улица Крупской,3,300,1968,,,,,
Фомин Артём Андреевич,Улица Академика Пилюгина,27,193,1994,,,,,
Чернышев Платон Артёмович,Улица Марии Ульяновой,25,123,1982,,,,,
Филиппова София Максимовна,Улица Панфёрова,22,93,1984,,,,,
Алексеев Матвей Яковлевич,Улица Академика Пилюгина,28,71,1956,,,,,
Коротков Кирилл Мирославович,Улица Строителей,24,280,1996,,,,,
Сазонова Анастасия Александровна,Улица Гарибальди,21,59,1976,,,,,
Карпов Александр Тимурович,Улица Гарибальди,10,285,1981,,,,,
Дорофеев Никита Александрович,Ленинский проспект,11,98,1987,,,,,
Глухова Полина Андреевна,Улица Вавилова,5,159,1969,,,,,
Степанов Дмитрий Александрович,Улица Крупской,15,245,1972,,,,,
Беляева Ева Данииловна,Улица Гарибальди,16,178,1950,,,,,
Озеров Григорий Иванович,Улица Крупской,13,28,1957,,,,,
Белов Максим Демидович,Нахимовский проспект,29,145,1984,,,,,
Гордеева Диана Михайловна,Улица Панфёрова,21,181,1961,,,,,
Новикова София Елисеевна,Нахимовский проспект,12,264,1994,,,,,
Балашова Анна Савельевна,Улица Академика Пилюгина,25,58,1996,,,,,
Островский Макар Глебович,Улица Гарибальди,18,96,1989,,,,,
Коровина Екатерина Юрьевна,Улица Гарибальди,14,102,1966,,,,,
Антонов Артём Платонович,Ленинский проспект,20,151,1964,,,,,
Филиппова Надежда Ярославовна,Улица Строителей,27,113,1960,,,,,
Павлов Лев Александрович,Улица Гарибальди,27,271,1994,,,,,
Попов Даниил Михайлович,Улица Кравченко,25,255,1976,,,,,
Климова Екатерина Михайловна,Ленинский проспект,11,2,1976,,,,,
Максимова Алиса Ярославовна,Ленинский проспект,29,49,1973,,,,,
Николаева Дарина Григорьевна,Улица Марии Ульяновой,10,122,1960,,,,,
Голиков Лев Никитич,Ленинский проспект,13,173,1991,,,,,
Захарова Дарина Ярославовна,Ленинский проспект,13,229,1960,,,,,
Денисов Илья Дмитриевич,Ленинский проспект,7,286,1973,,,,,
Пономарева Мирослава Григорьевна,Улица Крупской,17,174,1995,,,,,
Карпов Александр Тимурович,Проспект Вернадского,18,138,2000,,,,,
Добрынин Дмитрий Тихонович,Ленинский проспект,29,150,1991,,,,,
Зубков Алексей Арсеньевич,Ленинский проспект,18,283,1966,,,,,
Семенова Виктория Ивановна,Улица Крупской,3,176,1982,,,,,
Астахова София Ильинична,Улица Кравченко,9,275,1983,,,,,
Зубков Алексей Арсеньевич,Улица Кравченко,29,85,1979,,,,,
Петровская Полина Максимовна,Улица Архитектора Власова,5,73,1983,,,,,
Алешина Кристина Евгеньевна,Нахимовский проспект,7,36,1973,,,,,
Серебрякова Дарья Георгиевна,Улица Строителей,16,167,1970,,,,,
Волков Кирилл Маркович,Улица Марии Ульяновой,1,267,1986,,,,,
Копылов Григорий Платонович,Нахимовский проспект,16,60,1968,,,,,
Попов Даниил Михайлович,Проспект Вернадского,21,98,1956,,,,,
Николаева Валерия Владимировна,Улица Вавилова,6,298,1994,,,,,
Сергеев Гордей Ярославович,Проспект Вернадского,2,296,1975,,,,,
Васильев Кирилл Ильич,Улица Академика Пилюгина,14,82,1994,,,,,
Романова Вероника Николаевна,Улица Архитектора Власова,7,112,1953,,,,,
Васильева София Марковна,Проспект Вернадского,3,48,1953,,,,,
Филиппова Алиса Артёмовна,Улица Крупской,9,84,1987,,,,,
Сидоров Матвей Даниилович,Улица Вавилова,24,229,2001,,,,,
Левин Максим Богданович,Улица Панфёрова,2,30,2001,,,,,
Туманов Сергей Михайлович,Улица Панфёрова,26,240,1966,,,,,
Александрова Василиса Ивановна,Ленинский проспект,15,38,1986,,,,,
Баранова Василиса Александровна,Улица Архитектора Власова,22,96,1980,,,,,
Григорьев Пётр Александрович,Улица Гарибальди,20,84,1956,,,,,
Орлов Вадим Иванович,Улица Марии Ульяновой,27,286,1992,,,,,
Терентьева Арина Марковна,Улица Вавилова,10,203,1951,,,,,
Ежова Ксения Георгиевна,Улица Марии Ульяновой,16,123,1990,,,,,
Орлова Алёна Романовна,Проспект Вернадского,29,166,1978,,,,,
Фирсова Василиса Марковна,Улица Панфёрова,15,276,1990,,,,,
Елизарова Антонина Игоревна,Улица Гарибальди,5,208,1979,,,,,
Петровская Анастасия Макаровна,Проспект Вернадского,10,281,1973,,,,,
Козлова Виктория Дмитриевна,Улица Вавилова,26,250,1983,,,,,
Леонтьев Семён Иванович,Проспект Вернадского,12,203,1974,,,,,
Фомин Артём Андреевич,Улица Архитектора Власова,15,199,2003,,,,,
Крючков Вячеслав Андреевич,Улица Панфёрова,8,198,1985,,,,,
Васильев Кирилл Ильич,Ленинский проспект,7,140,1995,,,,,
Новиков Андрей Георгиевич,Нахимовский проспект,19,195,1975,,,,,
Козлов Роман Сергеевич,Улица Кравченко,3,204,1988,,,,,
Карпов Александр Тимурович,Улица Гарибальди,16,141,2005,,,,,
Баранова Майя Михайловна,Улица Кравченко,11,259,1955,,,,,
Степанов Дмитрий Александрович,Улица Вавилова,2,156,1988,,,,,
Куликов Ярослав Фёдорович,Улица Вавилова,21,237,1997,,,,,
Крючков Вячеслав Андреевич,Проспект Вернадского,26,101,1967,,,,,
Лебедева Василиса Андреевна,Улица Гарибальди,24,231,1955,,,,,
Балашова Анна Савельевна,Улица Крупской,28,24,2002,,,,,
Тарасова Арина Глебовна,Улица Академика Пилюгина,26,86,2001,,,,,
Герасимов Андрей Матвеевич,Ленинский проспект,20,119,1985,,,,,
Петровская Анастасия Макаровна,Улица Марии Ульяновой,25,121,1950,,,,,
Новиков Андрей Георгиевич,Улица Кравченко,24,53,1981,,,,,
Дорофеев Никита Александрович,Нахимовский проспект,5,117,1997,,,,,
Островский Макар Глебович,Проспект Вернадского,16,249,1966,,,,,
Михайлов Елисей Михайлович,Ленинский проспект,13,25,1970,,,,,
Белов Максим Демидович,Улица Панфёрова,1,110,1998,,,,,
Григорьев Пётр Александрович,Улица Гарибальди,19,101,1963,,,,,
Плотников Елисей Ильич,Улица Вавилова,24,14,1968,,,,,
Кожевников Иван Евгеньевич,Улица Гарибальди,16,250,1976,,,,,
Васильев Кирилл Ильич,Улица Марии Ульяновой,22,135,1974,,,,,
Плотников Елисей Ильич,Ленинский проспект,26,227,1965,,,,,
Дмитриев Ярослав Романович,Проспект Вернадского,3,73,1996,,,,,
Овчинникова Ольга Ильинична,Улица Гарибальди,4,162,1971,,,,,
Сидоров Матвей Даниилович,Улица Академика Пилюгина,12,208,1966,,,,,
Давыдов Кирилл Янович,Улица Панфёрова,18,147,1980,,,,,
Добрынин Дмитрий Тихонович,Нахимовский проспект,15,169,1998,,,,,
Денисов Алексей Романович,Улица Марии Ульяновой,11,35,1975,,,,,
Максимова Алиса Ярославовна,Улица Панфёрова,22,168,1974,,,,,
Тихомиров Герман Даниилович,Нахимовский проспект,27,245,1961,,,,,
Попов Даниил Михайлович,Улица Вавилова,20,280,1954,,,,,
Давыдов Кирилл Янович,Улица Гарибальди,28,252,1975,,,,,
Данилова Диана Тимуровна,Улица Строителей,5,225,1993,,,,,
Романова Вероника Николаевна,Улица Панфёрова,3,299,1972,,,,,
Ананьев Алексей Семёнович,Улица Вавилова,25,53,1997,,,,,
Шилова Алиса Ивановна,Улица Строителей,13,233,1956,,,,,
Жданов Илья Михайлович,Ленинский проспект,26,157,1977,,,,,
Пономарева Мирослава Григорьевна,Улица Кравченко,15,229,1992,,,,,
Тихомиров Герман Даниилович,Нахимовский проспект,4,29,2001,,,,,
Максимова Полина Максимовна,Улица Строителей,10,252,1969,,,,,
Горелов Владимир Дмитриевич,Улица Кравченко,12,214,1961,,,,,
Воронин Сергей Дмитриевич,Улица Панфёрова,10,35,1981,,,,,
Скворцов Максим Мирославович,Проспект Вернадского,3,34,1973,,,,,
Максимова Полина Кирилловна,Улица Панфёрова,27,128,1950,,,,,
Иванов Дмитрий Ярославович,Улица Кравченко,23,84,1984,,,,,
Жданова Ульяна Никитична,Улица Крупской,28,92,1957,,,,,
Дьякова Анастасия Александровна,Улица Строителей,6,120,1993,,,,,
Орлов Игорь Александрович,Улица Гарибальди,7,31,1961,,,,,
Наумов Артём Константинович,Ленинский проспект,6,292,1999,,,,,
Козлова Виктория Дмитриевна,Улица Вавилова,28,133,1969,,,,,
Самсонова Милана Матвеевна,Улица Вавилова,8,219,1989,,,,,
Баранова Василиса Александровна,Улица Панфёрова,2,11,1954,,,,,
Пахомов Владислав Макарович,Улица Гарибальди,2,134,1974,,,,,
Куликов Ярослав Фёдорович,Улица Академика Пилюгина,19,141,1980,,,,,
Жданова Ульяна Никитична,Улица Крупской,15,251,1963,,,,,
Куликов Ярослав Фёдорович,Улица Гарибальди,28,53,1966,,,,,
Терентьева Арина Марковна,Нахимовский проспект,13,61,1954,,,,,
Климова Екатерина Михайловна,Улица Академика Пилюгина,12,212,1962,,,,,
Самсонова Милана Матвеевна,Улица Кравченко,17,217,1959,,,,,
Плотников Елисей Ильич,Проспект Вернадского,20,69,1983,,,,,
Максимова Анна Фёдоровна,Проспект Вернадского,18,254,1957,,,,,
Добрынин Дмитрий Тихонович,Улица Академика Пилюгина,21,33,1957,,,,,
Коротков Кирилл Мирославович,Улица Марии Ульяновой,24,85,1963,,,,,
Соколова Василиса Александровна,Нахимовский проспект,23,177,1997,,,,,
Николаева Дарина Григорьевна,Улица Панфёрова,8,133,2001,,,,,
Леонтьев Семён Иванович,Улица Архитектора Власова,16,262,2002,,,,,
Максимова Алиса Ярославовна,Улица Панфёрова,21,136,1991,,,,,
Антонов Артём Платонович,Улица Крупской,5,82,2000,,,,,
Орлов Игорь Александрович,Улица Панфёрова,17,60,1992,,,,,
Филиппова София Максимовна,Улица Гарибальди,28,177,1956,,,,,
Павлов Евгений Кириллович,Улица Вавилова,9,135,1953,,,,,
Иванов Дмитрий Ярославович,Улица Гарибальди,24,237,1969,,,,,
Островский Макар Глебович,Улица Крупской,25,93,1985,,,,,
Сергеев Гордей Ярославович,Улица Строителей,14,169,1952,,,,,
Наумов Артём Константинович,Нахимовский проспект,17,227,1956,,,,,
Егоров Глеб Семёнович,Улица Панфёрова,25,181,1967,,,,,
Моисеева София Максимовна,Улица Крупской,5,186,1956,,,,,
Семенова Виктория Ивановна,Улица Гарибальди,19,80,1965,,,,,
Астахова София Ильинична,Улица Панфёрова,17,56,1985,,,,,
Карташов Марк Владимирович,Улица Панфёрова,26,160,1966,,,,,
Матвеева Ева Андреевна,Улица Марии Ульяновой,7,158,1963,,,,,
Соловьева София Константиновна,Улица Кравченко,23,27,1951,,,,,
Давыдов Кирилл Янович,Нахимовский проспект,26,239,1987,,,,,
Иванов Максим Тимофеевич,Улица Вавилова,28,297,1962,,,,,
Орлова Алёна Романовна,Улица Крупской,5,253,1981,,,,,
Левин Сергей Ильич,Улица Вавилова,18,223,1990,,,,,
Волков Кирилл Маркович,Улица Архитектора Власова,21,105,1990,,,,,
Добрынин Дмитрий Тихонович,Улица Академика Пилюгина,5,129,1997,,,,,
Иванова Татьяна Юрьевна,Проспект Вернадского,6,104,1974,,,,,
Крючков Вячеслав Андреевич,Ленинский проспект,11,211,1994,,,,,
Астахова Виктория Васильевна,Улица Архитектора Власова,9,248,1999,,,,,
Николаева Дарина Григорьевна,Улица Академика Пилюгина,10,223,1958,,,,,
Гордеева Диана Михайловна,Улица Вавилова,21,87,1959,,,,,
Денисов Илья Дмитриевич,Улица Вавилова,27,11,1990,,,,,
Васильева Вероника Мироновна,Улица Марии Ульяновой,20,213,2003,,,,,
Соловьева София Константиновна,Нахимовский проспект,29,206,1958,,,,,
Овчинникова Дарья Ильинична,Улица Гарибальди,27,186,1951,,,,,
Тихонова Мария Фёдоровна,Улица Гарибальди,5,241,1996,,,,,
Дьякова Анастасия Александровна,Улица Марии Ульяновой,8,267,1963,,,,,
Тарасова Арина Глебовна,Проспект Вернадского,29,155,1977,,,,,
Дорофеева Анна Фёдоровна,Улица Панфёрова,28,108,1974,,,,,
Тихомиров Герман Даниилович,Нахимовский проспект,15,26,1984,,,,,
Жданова Ульяна Никитична,Улица Кравченко,23,165,1997,,,,,
Васильев Михаил Константинович,Улица Панфёрова,3,65,1969,,,,,
Островский Макар Глебович,Проспект Вернадского,26,149,1970,,,,,
Захаров Николай Александрович,Улица Крупской,21,54,1998,,,,,
Елизарова Антонина Игоревна,Проспект Вернадского,19,251,1954,,,,,
Рыбаков Фёдор Дмитриевич,Нахимовский проспект,15,187,1955,,,,,
Овчинникова Дарья Ильинична,Улица Гарибальди,25,196,1966,,,,,
Леонтьев Семён Иванович,Улица Строителей,5,100,1974,,,,,
Александрова Василиса Ивановна,Улица Архитектора Власова,4,294,1969,,,,,
Литвинова Полина Лукинична,Улица Вавилова,8,204,1966,,,,,
Панфилова Зоя Петровна,Улица Кравченко,27,31,1981,,,,,
Степанов Дмитрий Александрович,Проспект Вернадского,17,184,2002,,,,,
Козлов Иван Михайлович,Нахимовский проспект,4,66,1986,,,,,
Новикова Кристина Васильевна,Улица Гарибальди,27,285,1951,,,,,
Захаров Роман Денисович,Улица Архитектора Власова,16,281,1954,,,,,
Федотова Полина Максимовна,Улица Строителей,15,58,1988,,,,,
Козлов Глеб Матвеевич,Ленинский проспект,11,40,1972,,,,,
Гордеева Диана Михайловна,Улица Кравченко,18,31,1989,,,,,
Осипов Александр Тимофеевич,Улица Марии Ульяновой,4,189,1969,,,,,
Соколов Лев Владиславович,Улица Гарибальди,23,94,1978,,,,,
Дьякова Анастасия Александровна,Улица Кравченко,13,272,1980,,,,,
Озеров Григорий Иванович,Улица Вавилова,16,252,2000,,,,,
Карпов Григорий Иванович,Ленинский проспект,20,21,1993,,,,,
Фомин Артём Андреевич,Улица Крупской,15,212,1965,,,,,
Климова Екатерина Михайловна,Улица Панфёрова,5,211,1987,,,,,
Щеглова Мария Артёмовна,Улица Строителей,22,55,1952,,,,,
Ермакова Майя Никитична,Улица Крупской,10,197,1955,,,,,
Усова Алиса Николаевна,Нахимовский проспект,16,32,1973,,,,,
Ермакова Майя Никитична,Ленинский проспект,5,142,1953,,,,,
Жданова Ульяна Никитична,Нахимовский проспект,14,167,1950,,,,,
Александрова Василиса Ивановна,Улица Вавилова,15,75,2001,,,,,
Серебрякова Дарья Георгиевна,Улица Архитектора Власова,3,218,1989,,,,,
Самсонова Милана Матвеевна,Ленинский проспект,4,163,1970,,,,,
Кудрявцева Анна Тимофеевна,Улица Марии Ульяновой,13,115,1989,,,,,
Сидоров Матвей Даниилович,Улица Крупской,19,219,1951,,,,,
Жданов Кирилл Фёдорович,Улица Крупской,26,90,1977,,,,,
Попов Илья Матвеевич,Улица Академика Пилюгина,1,226,1979,,,,,
Грачев Платон Русланович,Улица Гарибальди,15,57,1997,,,,,
Гришина Кира Артемьевна,Ленинский проспект,2,62,1975,,,,,
Новикова Кира Борисовна,Улица Гарибальди,8,96,2005,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,20,85,1995,,,,,
Елизарова Антонина Игоревна,Улица Вавилова,15,126,2000,,,,,
Козлов Глеб Матвеевич,Улица Вавилова,1,125,1999,,,,,
Максимова Полина Кирилловна,Улица Марии Ульяновой,21,187,1980,,,,,
Степанов Дмитрий Александрович,Улица Архитектора Власова,4,17,1963,,,,,
Федотова Полина Максимовна,Ленинский проспект,28,38,1997,,,,,
Исаев Илья Георгиевич,Улица Марии Ульяновой,1,83,1995,,,,,
Скворцов Максим Мирославович,Улица Панфёрова,18,110,1994,,,,,
Туманов Сергей Михайлович,Улица Крупской,16,47,1968,,,,,
Филимонова Анна Владимировна,Улица Кравченко,13,243,1988,,,,,
Васильева София Николаевна,Улица Марии Ульяновой,5,130,1983,,,,,
Левин Максим Богданович,Улица Строителей,2,221,1978,,,,,
Васильева Вероника Мироновна,Ленинский проспект,7,292,1990,,,,,
Абрамова Кристина Андреевна,Улица Гарибальди,7,130,1973,,,,,
Островский Макар Глебович,Улица Крупской,17,145,1951,,,,,
Коровина Екатерина Юрьевна,Улица Академика Пилюгина,29,133,1999,,,,,
Дьякова Анастасия Александровна,Улица Кравченко,3,150,1966,,,,,
Филиппова София Максимовна,Улица Панфёрова,16,150,1989,,,,,
Зубков Алексей Арсеньевич,Проспект Вернадского,9,158,1981,,,,,
Иванов Максим Тимофеевич,Улица Гарибальди,7,43,1984,,,,,
Новикова Елизавета Дмитриевна,Улица Панфёрова,23,233,1973,,,,,
Васильева София Николаевна,Улица Вавилова,10,234,1982,,,,,
Захарова Дарина Ярославовна,Улица Вавилова,1,6,1979,,,,,
Герасимов Андрей Матвеевич,Улица Кравченко,6,153,1994,,,,,
Матвеева Ева Андреевна,Улица Кравченко,27,196,1991,,,,,
Воронина Полина Глебовна,Улица Вавилова,17,238,1993,,,,,
Козлов Роман Сергеевич,Улица Академика Пилюгина,2,59,1983,,,,,
Серебрякова Полина Ярославовна,Улица Академика Пилюгина,15,159,1952,,,,,
Данилова Диана Тимуровна,Улица Вавилова,30,232,1963,,,,,
Рыбаков Фёдор Дмитриевич,Улица Вавилова,25,229,2004,,,,,
Новикова Елизавета Дмитриевна,Улица Марии Ульяновой,22,233,1995,,,,,
Коровина Екатерина Юрьевна,Улица Вавилова,17,298,1971,,,,,
Зубков Алексей Арсеньевич,Улица Крупской,25,59,1987,,,,,
Добрынин Дмитрий Тихонович,Улица Крупской,26,28,1978,,,,,
Захаров Николай Александрович,Улица Академика Пилюгина,14,156,1998,,,,,
Пономарева Мирослава Григорьевна,Нахимовский проспект,19,254,1975,,,,,
Ежова Ксения Георгиевна,Улица Марии Ульяновой,6,68,1963,,,,,
Снегирева Дарья Глебовна,Улица Кравченко,21,222,1985,,,,,
Левин Максим Богданович,Улица Марии Ульяновой,6,240,1968,,,,,
Овчинникова Дарья Ильинична,Улица Вавилова,21,75,1986,,,,,
Крючков Вячеслав Андреевич,Улица Кравченко,21,214,1952,,,,,
Беляева Ева Данииловна,Нахимовский проспект,11,48,1959,,,,,
Романов Сергей Михайлович,Улица Академика Пилюгина,20,163,1952,,,,,
Левин Максим Богданович,Улица Академика Пилюгина,25,208,1954,,,,,
Голиков Лев Никитич,Проспект Вернадского,27,183,1972,,,,,
Орлов Вадим Иванович,Улица Кравченко,5,154,1963,,,,,
Копылов Григорий Платонович,Улица Кравченко,8,258,1970,,,,,
Плотников Елисей Ильич,Улица Марии Ульяновой,3,169,1950,,,,,
Дьякова Анастасия Александровна,Улица Строителей,16,176,1956,,,,,
Снегирева Дарья Глебовна,Улица Строителей,25,277,2000,,,,,
Козлов Глеб Матвеевич,Улица Марии Ульяновой,2,30,1996,,,,,
Новикова Кристина Васильевна,Улица Кравченко,19,235,1999,,,,,
Попов Илья Матвеевич,Улица Гарибальди,21,100,1992,,,,,
Осипов Вадим Борисович,Ленинский проспект,11,167,1976,,,,,
Козлов Роман Сергеевич,Проспект Вернадского,20,142,1974,,,,,
Прокофьев Дмитрий Родионович,Улица Вавилова,13,29,1991,,,,,
Мартынов Даниил Демьянович,Ленинский проспект,26,145,1974,,,,,
Наумов Артём Константинович,Улица Панфёрова,8,7,1999,,,,,
Новикова Елизавета Дмитриевна,Улица Крупской,16,291,1968,,,,,
Соловьева София Константиновна,Улица Архитектора Власова,13,166,1957,,,,,
Захарова Дарина Ярославовна,Улица Архитектора Власова,8,77,1981,,,,,
Шилова Алиса Ивановна,Улица Архитектора Власова,23,158,1995,,,,,
Жданов Кирилл Фёдорович,Улица Марии Ульяновой,8,22,1990,,,,,
Дорофеев Никита Александрович,Улица Гарибальди,6,148,1978,,,,,
Пономарева Ирина Александровна,Улица Архитектора Власова,7,161,2001,,,,,
Григорьев Пётр Александрович,Ленинский проспект,4,187,2002,,,,,
Фирсова Василиса Марковна,Улица Крупской,20,227,1951,,,,,
Петрова Алиса Степановна,Ленинский проспект,7,66,1952,,,,,
Куликова Мария Никитична,Улица Гарибальди,5,168,1999,,,,,
Щеглова Мария Артёмовна,Улица Строителей,7,88,1992,,,,,
Захаров Николай Александрович,Улица Вавилова,23,54,1975,,,,,
Серебрякова Дарья Георгиевна,Улица Строителей,12,4,1962,,,,,
Иванов Максим Тимофеевич,Улица Марии Ульяновой,2,109,1983,,,,,
Андреева Ева Андреевна,Улица Вавилова,12,64,1989,,,,,
Дорофеева Анна Фёдоровна,Улица Академика Пилюгина,21,275,1973,,,,,
Карпов Александр Тимурович,Улица Кравченко,25,250,1959,,,,,
Васильева София Марковна,Улица Крупской,28,244,1983,,,,,
Смирнова Полина Максимовна,Улица Строителей,19,229,1976,,,,,
Фирсова Василиса Марковна,Нахимовский проспект,14,224,1972,,,,,
Новикова Елизавета Дмитриевна,Улица Академика Пилюгина,29,134,1967,,,,,
Леонтьев Семён Иванович,Улица Архитектора Власова,10,137,1955,,,,,
Плотников Елисей Ильич,Улица Марии Ульяновой,27,113,1980,,,,,
Куликов Ярослав Фёдорович,Проспект Вернадского,6,226,1972,,,,,
Павлов Кирилл Александрович,Нахимовский проспект,28,34,1979,,,,,
Морозов Роман Артурович,Улица Архитектора Власова,16,99,1980,,,,,
Алексеев Матвей Яковлевич,Улица Марии Ульяновой,25,49,1969,,,,,
Прохоров Андрей Арсеньевич,Улица Академика Пилюгина,29,17,1993,,,,,
Баранова Виктория Максимовна,Улица Кравченко,22,50,1974,,,,,
Снегирева Дарья Глебовна,Улица Вавилова,6,176,1999,,,,,
Смирнова Полина Максимовна,Улица Марии Ульяновой,30,238,1980,,,,,
Козлов Роман Сергеевич,Проспект Вернадского,21,118,1953,,,,,
Васильев Кирилл Ильич,Улица Вавилова,16,45,2000,,,,,
Блохина Елизавета Ильинична,Ленинский проспект,28,36,1982,,,,,
Семенова Виктория Ивановна,Ленинский проспект,26,184,1988,,,,,
Попов Илья Матвеевич,Улица Строителей,12,251,1954,,,,,
Левина Анна Александровна,Улица Крупской,11,6,1957,,,,,
Платонова Алиса Степановна,Улица Марии Ульяновой,14,65,1997,,,,,
Колесников Георгий Маркович,Улица Вавилова,6,279,1981,,,,,
Снегирева Дарья Глебовна,Улица Гарибальди,4,296,1968,,,,,
Егорова Надежда Дмитриевна,Улица Вавилова,9,69,1973,,,,,
Алексеев Степан Семёнович,Нахимовский проспект,16,22,1975,,,,,
Кудрявцева Анна Тимофеевна,Улица Академика Пилюгина,24,40,1997,,,,,
Куликова Мария Никитична,Улица Гарибальди,14,133,2002,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,19,1,1956,,,,,
Серебрякова Полина Ярославовна,Улица Гарибальди,29,34,1989,,,,,
Суслов Демид Дмитриевич,Улица Строителей,12,52,2002,,,,,
Добрынин Дмитрий Тихонович,Улица Панфёрова,16,209,1954,,,,,
Козлов Роман Сергеевич,Улица Гарибальди,15,115,2002,,,,,
Прохоров Андрей Арсеньевич,Улица Строителей,21,33,1955,,,,,
Козлов Иван Михайлович,Ленинский проспект,27,121,1982,,,,,
Фомин Артём Андреевич,Улица Академика Пилюгина,24,99,2005,,,,,
Ежова Ксения Георгиевна,Улица Академика Пилюгина,12,257,1997,,,,,
Баранова Алиса Ивановна,Улица Марии Ульяновой,1,184,1968,,,,,
Крючков Вячеслав Андреевич,Улица Вавилова,1,126,1966,,,,,
Захаров Илья Никитич,Нахимовский проспект,5,58,2005,,,,,
Жданов Кирилл Фёдорович,Ленинский проспект,11,123,1963,,,,,
Елизарова Антонина Игоревна,Улица Гарибальди,23,149,1981,,,,,
Абрамова Кристина Андреевна,Улица Крупской,25,289,2001,,,,,
Алексеев Матвей Яковлевич,Проспект Вернадского,13,28,2003,,,,,
Соловьева София Константиновна,Улица Академика Пилюгина,7,14,1994,,,,,
Карпов Григорий Иванович,Улица Панфёрова,14,87,1960,,,,,
Павлов Кирилл Александрович,Проспект Вернадского,25,86,1950,,,,,
Жданова Ульяна Никитична,Улица Кравченко,16,220,1990,,,,,
Симонов Роман Андреевич,Улица Строителей,22,140,1969,,,,,
Максимова Анна Фёдоровна,Улица Крупской,29,172,1985,,,,,
Жданов Кирилл Фёдорович,Улица Гарибальди,15,185,1971,,,,,
Морозов Роман Артурович,Улица Крупской,24,260,2004,,,,,
Васильева Вероника Мироновна,Улица Строителей,13,235,1985,,,,,
Захаров Роман Денисович,Улица Вавилова,23,268,1954,,,,,
Белова Анастасия Ивановна,Улица Строителей,17,162,1984,,,,,
Новиков Андрей Георгиевич,Улица Панфёрова,18,10,1954,,,,,
Снегирева Дарья Глебовна,Улица Академика Пилюгина,17,148,1982,,,,,
Тихонова Василиса Фёдоровна,Улица Крупской,10,151,1952,,,,,
Филиппова Алиса Артёмовна,Улица Крупской,4,71,1958,,,,,
Алексеев Степан Семёнович,Улица Панфёрова,5,252,1979,,,,,
Баранова Майя Михайловна,Улица Гарибальди,9,299,1955,,,,,
Воронина Полина Глебовна,Улица Крупской,24,259,1958,,,,,
Соловьева София Константиновна,Улица Марии Ульяновой,17,107,1985,,,,,
Филиппова Алиса Артёмовна,Улица Марии Ульяновой,6,147,1960,,,,,
Гришина Кира Артемьевна,Ленинский проспект,18,15,2000,,,,,
Семенова Виктория Ивановна,Ленинский проспект,16,265,1987,,,,,
Орлов Георгий Иванович,Улица Гарибальди,15,94,1969,,,,,
Денисов Алексей Романович,Ленинский проспект,6,34,1974,,,,,
Карпова Арина Григорьевна,Нахимовский проспект,15,144,1969,,,,,
Платонова Алиса Степановна,Улица Архитектора Власова,27,247,1997,,,,,
Попов Илья Матвеевич,Улица Крупской,26,159,1983,,,,,
Михайлов Елисей Михайлович,Улица Гарибальди,12,159,2003,,,,,
Жданов Илья Михайлович,Улица Гарибальди,18,107,1998,,,,,
Сидоров Матвей Даниилович,Улица Гарибальди,2,86,1959,,,,,
Андреева Ева Андреевна,Проспект Вернадского,9,244,1994,,,,,
Степанов Дмитрий Александрович,Проспект Вернадского,1,85,1967,,,,,
Хохлов Александр Михайлович,Улица Архитектора Власова,21,174,2003,,,,,
Петровская Полина Максимовна,Ленинский проспект,30,225,1964,,,,,
Горелов Владимир Дмитриевич,Улица Панфёрова,24,223,2005,,,,,
Орлов Вадим Иванович,Улица Марии Ульяновой,21,22,1954,,,,,
Гришина Кира Артемьевна,Улица Марии Ульяновой,11,170,2004,,,,,
Туманов Сергей Михайлович,Улица Марии Ульяновой,17,26,2003,,,,,
Константинов Александр Юрьевич,Улица Кравченко,10,86,1996,,,,,
Плотников Елисей Ильич,Проспект Вернадского,1,106,1987,,,,,
Захаров Роман Денисович,Нахимовский проспект,26,47,1951,,,,,
Филиппова Алиса Артёмовна,Улица Вавилова,14,247,1950,,,,,
