ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Гордеева Диана Михайловна,Улица Кравченко,25,55,1976,,,,,
Пахомов Владислав Макарович,Ленинский проспект,9,208,1973,,,,,
Прохоров Андрей Арсеньевич,Улица Марии Ульяновой,7,277,1985,,,,,
Новикова София Елисеевна,Улица Гарибальди,30,233,1983,,,,,
Максимова Анна Фёдоровна,Улица Архитектора Власова,22,71,1958,,,,,
Орлова Алёна Романовна,Улица Строителей,24,35,1971,,,,,
Сергеев Михаил Станиславович,Улица Вавилова,27,294,2000,,,,,
Федотова Полина Максимовна,Улица Марии Ульяновой,27,208,1985,,,,,
Глухова Полина Андреевна,Улица Академика Пилюгина,22,244,1981,,,,,
Добрынин Дмитрий Тихонович,Улица Панфёрова,21,221,2000,,,,,
Островский Макар Глебович,Проспект Вернадского,5,300,2005,,,,,
Васильев Кирилл Ильич,Улица Вавилова,15,205,1978,,,,,
Попов Илья Матвеевич,Улица Архитектора Власова,9,176,1961,,,,,
Герасимов Андрей Матвеевич,Нахимовский проспект,18,55,2005,,,,,
Родионова Дарья Александровна,Улица Вавилова,20,281,2002,,,,,
Гришина Кира Артемьевна,Нахимовский проспект,16,238,1986,,,,,
Егоров Глеб Семёнович,Улица Панфёрова,15,104,1958,,,,,
Соколова Полина Романовна,Улица Гарибальди,16,197,1959,,,,,
Карпов Григорий Иванович,Улица Академика Пилюгина,4,227,1994,,,,,
Орлова Алёна Романовна,Ленинский проспект,30,9,1969,,,,,
Жданова Ульяна Никитична,Улица Архитектора Власова,11,1,2005,,,,,
Романов Сергей Михайлович,Улица Марии Ульяновой,17,158,1965,,,,,
Никитина Мария Руслановна,Улица Гарибальди,21,112,1968,,,,,
Новикова Кира Борисовна,Улица Строителей,11,184,1953,,,,,
Скворцов Максим Мирославович,Улица Гарибальди,21,295,1990,,,,,
Новикова Кира Борисовна,Улица Крупской,6,192,1963,,,,,
Овчинникова Дарья Ильинична,Улица Крупской,19,236,1988,,,,,
Николаева Валерия Владимировна,Улица Марии Ульяновой,10,63,2005,,,,,
Чернышев Платон Артёмович,Улица Крупской,27,293,1957,,,,,
Григорьев Пётр Александрович,Улица Гарибальди,4,58,1978,,,,,
Островский Макар Глебович,Улица Панфёрова,2,178,1962,,,,,
Моисеева София Максимовна,Улица Вавилова,6,40,1995,,,,,
Козлов Роман Сергеевич,Улица Вавилова,8,149,1963,,,,,
Туманов Сергей Михайлович,Ленинский проспект,30,140,1959,,,,,
Егорова Надежда Дмитриевна,Улица Строителей,4,189,1990,,,,,
Данилова Диана Тимуровна,Улица Гарибальди,27,62,1995,,,,,
Полякова Мария Артёмовна,Улица Марии Ульяновой,16,120,1984,,,,,
Иванов Артём Иванович,Улица Кравченко,13,55,1996,,,,,
Козлов Иван Михайлович,Улица Кравченко,14,202,1992,,,,,
Колесников Георгий Маркович,Улица Архитектора Власова,12,293,1998,,,,,
Воронин Сергей Дмитриевич,Улица Панфёрова,6,170,1964,,,,,
Щеглова Мария Артёмовна,Проспект Вернадского,15,209,2005,,,,,
Пономарева Ирина Александровна,Улица Крупской,23,57,1987,,,,,
Коротков Кирилл Мирославович,Улица Гарибальди,1,214,1966,,,,,
Никитина Мария Руслановна,Улица Архитектора Власова,18,67,1998,,,,,
Миронов Илья Мирославович,Улица Гарибальди,6,249,1973,,,,,
Копылов Григорий Платонович,Ленинский проспект,13,291,1983,,,,,
Максимова Алиса Ярославовна,Улица Панфёрова,13,202,1968,,,,,
Чернышев Платон Артёмович,Улица Гарибальди,17,288,1995,,,,,
Осипов Вадим Борисович,Улица Строителей,9,190,1989,,,,,
Блохина Елизавета Ильинична,Улица Архитектора Власова,12,294,1971,,,,,
Ларина Александра Ярославовна,Проспект Вернадского,21,280,1999,,,,,
Хохлов Александр Михайлович,Нахимовский проспект,29,121,2000,,,,,
Попов Илья Матвеевич,Улица Архитектора Власова,7,3,1986,,,,,
Прокофьев Дмитрий Родионович,Улица Кравченко,27,79,1999,,,,,
Платонова Алиса Степановна,Улица Крупской,2,60,1965,,,,,
Козлов Роман Сергеевич,Нахимовский проспект,4,169,1975,,,,,
Антонов Артём Платонович,Улица Панфёрова,26,217,1951,,,,,
Соловьева Елизавета Ивановна,Нахимовский проспект,13,238,1987,,,,,
Николаева Валерия Владимировна,Проспект Вернадского,13,261,1973,,,,,
Наумов Артём Константинович,Улица Гарибальди,29,114,1981,,,,,
Иванов Максим Тимофеевич,Улица Марии Ульяновой,21,293,1965,,,,,
Сазонова Анастасия Александровна,Улица Панфёрова,3,49,1989,,,,,
Антонов Артём Платонович,Улица Академика Пилюгина,29,233,1978,,,,,
Сергеев Гордей Ярославович,Улица Архитектора Власова,25,188,1976,,,,,
Литвинова Полина Лукинична,Улица Вавилова,13,109,1982,,,,,
Беляева Ева Данииловна,Ленинский проспект,26,199,1999,,,,,
Латышев Роман Михайлович,Улица Строителей,10,27,1967,,,,,
Иванов Артём Иванович,Улица Архитектора Власова,10,125,1982,,,,,
Новикова Кира Борисовна,Улица Панфёрова,15,271,1950,,,,,
Глухова Полина Андреевна,Улица Панфёрова,22,263,1991,,,,,
Шишкин Константин Павлович,Улица Академика Пилюгина,14,272,1977,,,,,
Чернышев Платон Артёмович,Улица Крупской,25,197,1978,,,,,
Григорьев Пётр Александрович,Улица Вавилова,25,78,1988,,,,,
Павлов Евгений Кириллович,Проспект Вернадского,20,48,1960,,,,,
Романова Вероника Николаевна,Нахимовский проспект,10,67,1971,,,,,
Новиков Андрей Георгиевич,Проспект Вернадского,9,162,1996,,,,,
Карпов Александр Тимурович,Улица Гарибальди,21,139,1971,,,,,
Воронина Полина Глебовна,Улица Академика Пилюгина,29,126,1994,,,,,
Иванов Артём Иванович,Проспект Вернадского,7,57,1989,,,,,
Куликов Ярослав Фёдорович,Проспект Вернадского,10,248,1980,,,,,
Моисеева София Максимовна,Улица Кравченко,24,250,2001,,,,,
Суслов Демид Дмитриевич,Улица Панфёрова,20,139,1960,,,,,
Яковлев Леонид Константинович,Ленинский проспект,1,202,1991,,,,,
Литвинова Полина Лукинична,Улица Марии Ульяновой,21,271,1969,,,,,
Тихонов Константин Артёмович,Улица Архитектора Власова,25,290,1983,,,,,
Шишкин Константин Павлович,Улица Крупской,23,264,1984,,,,,
Карпов Григорий Иванович,Улица Панфёрова,28,125,1989,,,,,
Озеров Григорий Иванович,Ленинский проспект,24,266,1976,,,,,
Миронов Илья Мирославович,Улица Кравченко,3,96,2004,,,,,
Кудрявцева Анна Тимофеевна,Улица Архитектора Власова,11,207,1967,,,,,
Романов Сергей Михайлович,Улица Архитектора Власова,25,106,1964,,,,,
Туманов Сергей Михайлович,Нахимовский проспект,26,248,1984,,,,,
Никитина Мария Руслановна,Ленинский проспект,8,274,1978,,,,,
Колесников Георгий Маркович,Улица Строителей,13,102,1991,,,,,
Карпова Арина Григорьевна,Улица Панфёрова,29,269,1997,,,,,
Исаев Илья Георгиевич,Проспект Вернадского,26,270,1990,,,,,
Жданов Илья Михайлович,Улица Архитектора Власова,23,166,1992,,,,,
Петрова Таисия Артёмовна,Улица Панфёрова,23,131,1959,,,,,
Горелов Владимир Дмитриевич,Улица Кравченко,15,112,1988,,,,,
Панфилова Зоя Петровна,Улица Строителей,2,256,1981,,,,,
Елизарова Антонина Игоревна,Улица Строителей,9,8,1970,,,,,
Исаев Илья Георгиевич,Улица Кравченко,23,155,1980,,,,,
Дорофеев Никита Александрович,Улица Гарибальди,6,31,1969,,,,,
Миронов Илья Мирославович,Улица Строителей,21,91,1950,,,,,
Петрова Таисия Артёмовна,Улица Вавилова,3,167,1984,,,,,
Панфилова Зоя Петровна,Ленинский проспект,19,165,2000,,,,,
Павлов Кирилл Александрович,Улица Строителей,20,2,1959,,,,,
Прохоров Андрей Арсеньевич,Проспект Вернадского,8,153,2003,,,,,
Богданов Владимир Маркович,Нахимовский проспект,15,16,1989,,,,,
Зубков Алексей Арсеньевич,Нахимовский проспект,16,84,1992,,,,,
Скворцов Максим Мирославович,Нахимовский проспект,1,20,1962,,,,,
Белова София Львовна,Улица Крупской,15,27,1954,,,,,
Скворцов Максим Мирославович,Улица Строителей,27,139,1999,,,,,
Ермакова Майя Никитична,Улица Кравченко,13,161,1955,,,,,
Павлов Лев Александрович,Ленинский проспект,19,116,1995,,,,,
Чернышев Платон Артёмович,Улица Марии Ульяновой,6,206,1962,,,,,
Плотников Елисей Ильич,Улица Марии Ульяновой,10,282,1978,,,,,
Голиков Кирилл Маркович,Нахимовский проспект,25,173,1960,,,,,
Левин Максим Богданович,Проспект Вернадского,5,22,1975,,,,,
Хохлов Александр Михайлович,Улица Марии Ульяновой,20,47,1975,,,,,
Ларина Александра Ярославовна,Улица Панфёрова,20,110,1990,,,,,
Наумов Артём Константинович,Нахимовский проспект,23,47,1991,,,,,
Филиппова Надежда Ярославовна,Ленинский проспект,5,211,1996,,,,,
Чернышев Платон Артёмович,Улица Кравченко,11,231,1961,,,,,
Шестаков Андрей Львович,Улица Панфёрова,9,41,1992,,,,,
Гордеева Диана Михайловна,Улица Строителей,13,129,1951,,,,,
Орлова Алёна Романовна,Ленинский проспект,4,185,2000,,,,,
Латышев Роман Михайлович,Улица Строителей,30,36,1977,,,,,
Щеглова Мария Артёмовна,Нахимовский проспект,18,42,1971,,,,,
Васильева Вероника Мироновна,Улица Академика Пилюгина,21,26,1976,,,,,
Новикова Елизавета Дмитриевна,Проспект Вернадского,1,279,2001,,,,,
Попов Даниил Михайлович,Ленинский проспект,5,297,1988,,,,,
Карташов Марк Владимирович,Улица Архитектора Власова,10,57,1980,,,,,
Никитина Мария Руслановна,Улица Академика Пилюгина,15,7,1971,,,,,
Осипов Александр Тимофеевич,Улица Кравченко,14,209,1966,,,,,
Симонов Роман Андреевич,Улица Панфёрова,14,19,1993,,,,,
Левин Максим Богданович,Ленинский проспект,8,103,1979,,,,,
Алексеев Степан Семёнович,Улица Кравченко,6,220,1951,,,,,
Павлов Евгений Кириллович,Улица Строителей,18,89,1964,,,,,
Анохина Полина Кирилловна,Улица Академика Пилюгина,30,170,1971,,,,,
Филиппова Алиса Артёмовна,Ленинский проспект,10,252,1999,,,,,
Балашова Анна Савельевна,Улица Академика Пилюгина,10,25,2000,,,,,
Александрова Василиса Ивановна,Улица Строителей,21,253,1966,,,,,
Романова Вероника Николаевна,Улица Гарибальди,13,29,1956,,,,,
Пономарева Мирослава Григорьевна,Улица Строителей,14,204,1979,,,,,
Левина Анна Александровна,Проспект Вернадского,27,164,1975,,,,,
Денисов Алексей Романович,Ленинский проспект,28,4,1968,,,,,
Данилова Диана Тимуровна,Проспект Вернадского,30,196,1978,,,,,
Прохоров Андрей Арсеньевич,Нахимовский проспект,3,78,1984,,,,,
Ананьев Алексей Семёнович,Улица Строителей,5,11,1963,,,,,
Смирнова Полина Максимовна,Ленинский проспект,26,151,1956,,,,,
Пономарева Мирослава Григорьевна,Улица Архитектора Власова,2,206,2001,,,,,
Миронов Илья Мирославович,Улица Строителей,3,214,1975,,,,,
Семенова Виктория Ивановна,Проспект Вернадского,25,131,1998,,,,,
Козлов Роман Сергеевич,Улица Кравченко,24,14,1951,,,,,
Моисеева София Максимовна,Нахимовский проспект,17,46,1996,,,,,
Егоров Глеб Семёнович,Улица Крупской,16,67,2000,,,,,
Громова Кира Антоновна,Улица Академика Пилюгина,18,187,1961,,,,,
Григорьев Пётр Александрович,Ленинский проспект,12,204,1981,,,,,
Петровская Полина Максимовна,Улица Марии Ульяновой,14,29,1989,,,,,
Левин Сергей Ильич,Улица Крупской,6,225,1970,,,,,
Павлов Евгений Кириллович,Улица Гарибальди,2,37,1973,,,,,
Жданов Кирилл Фёдорович,Нахимовский проспект,28,266,1959,,,,,
Шилова Алиса Ивановна,Ленинский проспект,20,266,1960,,,,,
Алексеев Степан Семёнович,Улица Крупской,23,85,1989,,,,,
Громова Кира Антоновна,Ленинский проспект,10,8,1981,,,,,
Наумов Артём Константинович,Улица Марии Ульяновой,6,274,1959,,,,,
Анохина Полина Кирилловна,Улица Вавилова,8,127,2002,,,,,
Баранова Алиса Ивановна,Проспект Вернадского,7,37,1966,,,,,
Власова Алина Андреевна,Улица Вавилова,10,164,1952,,,,,
Жданов Кирилл Фёдорович,Улица Строителей,4,187,1974,,,,,
Сергеев Гордей Ярославович,Улица Крупской,9,216,1997,,,,,
Новикова София Елисеевна,Нахимовский проспект,29,71,1983,,,,,
Григорьев Пётр Александрович,Улица Вавилова,13,196,2002,,,,,
Орлов Вадим Иванович,Улица Гарибальди,7,12,1956,,,,,
Орлов Георгий Иванович,Проспект Вернадского,19,18,1988,,,,,
Суворов Макар Александрович,Проспект Вернадского,28,83,1982,,,,,
Белов Максим Демидович,Улица Крупской,11,197,1958,,,,,
Степанов Дмитрий Александрович,Улица Гарибальди,7,228,1994,,,,,
Симонов Роман Андреевич,Улица Крупской,17,181,2002,,,,,
Петрова Таисия Артёмовна,Улица Гарибальди,17,153,1967,,,,,
Максимова Анна Фёдоровна,Ленинский проспект,14,22,1959,,,,,
Гордеева Диана Михайловна,Улица Панфёрова,12,92,1998,,,,,
Иванова Татьяна Юрьевна,Ленинский проспект,16,178,1973,,,,,
Данилова Диана Тимуровна,Улица Архитектора Власова,7,111,2001,,,,,
Карташов Марк Владимирович,Улица Гарибальди,4,62,1999,,,,,
Федотова Полина Максимовна,Нахимовский проспект,1,184,1977,,,,,
Шишкин Константин Павлович,Улица Строителей,13,195,2003,,,,,
Попов Леонид Макарович,Нахимовский проспект,12,66,1991,,,,,
Богданов Владимир Маркович,Нахимовский проспект,20,261,1959,,,,,
Семенова Виктория Ивановна,Нахимовский проспект,2,226,1991,,,,,
Максимова Полина Кирилловна,Улица Архитектора Власова,18,125,1958,,,,,
Иванов Даниил Олегович,Улица Кравченко,10,98,1951,,,,,
Островский Макар Глебович,Улица Вавилова,11,109,1969,,,,,
Исаев Илья Георгиевич,Улица Панфёрова,18,61,1956,,,,,
Коротков Кирилл Мирославович,Улица Марии Ульяновой,20,207,1966,,,,,
Левина Анна Александровна,Проспект Вернадского,5,6,2004,,,,,
Балашова Анна Савельевна,Ленинский проспект,13,93,1966,,,,,
Лазарева Анна Григорьевна,Проспект Вернадского,28,289,1952,,,,,
Фомин Артём Андреевич,Улица Гарибальди,28,188,2000,,,,,
Белова Анастасия Ивановна,Улица Академика Пилюгина,23,160,1998,,,,,
Воронина Полина Глебовна,Проспект Вернадского,3,80,1968,,,,,
Жданова Ульяна Никитична,Проспект Вернадского,19,294,1994,,,,,
Максимова Анна Фёдоровна,Улица Строителей,3,279,2002,,,,,
Миронов Илья Мирославович,Нахимовский проспект,25,298,1960,,,,,
Левин Максим Богданович,Улица Строителей,30,31,1968,,,,,
Миронов Илья Мирославович,Нахимовский проспект,17,180,1954,,,,,
Шестаков Андрей Львович,Ленинский проспект,8,286,1994,,,,,
Щеглова Мария Артёмовна,Улица Архитектора Власова,2,186,1989,,,,,
Филиппова София Максимовна,Улица Марии Ульяновой,16,261,1984,,,,,
Максимова Полина Максимовна,Улица Строителей,24,240,1966,,,,,
Карташов Марк Владимирович,Проспект Вернадского,29,198,2003,,,,,
Мартынов Даниил Демьянович,Нахимовский проспект,27,75,2005,,,,,
Павлов Евгений Кириллович,Улица Академика Пилюгина,7,220,1951,,,,,
Новикова София Елисеевна,Улица Кравченко,6,96,1988,,,,,
Соловьева София Константиновна,Улица Вавилова,7,231,1982,,,,,
Моисеева София Максимовна,Улица Академика Пилюгина,3,3,1984,,,,,
Панфилова Зоя Петровна,Нахимовский проспект,26,197,1953,,,,,
Колесников Георгий Маркович,Ленинский проспект,5,1,1950,,,,,
Соловьева Елизавета Ивановна,Улица Кравченко,28,47,1978,,,,,
Озеров Григорий Иванович,Улица Кравченко,1,280,1986,,,,,
Иванов Максим Тимофеевич,Ленинский проспект,23,8,1985,,,,,
Алешина Кристина Евгеньевна,Улица Архитектора Власова,24,288,1988,,,,,
Зубков Алексей Арсеньевич,Ленинский проспект,21,142,1970,,,,,
Озеров Григорий Иванович,Улица Крупской,1,62,1964,,,,,
Новикова София Елисеевна,Улица Кравченко,14,24,1989,,,,,
Терентьева Арина Марковна,Улица Вавилова,1,151,1960,,,,,
Баранова Алиса Ивановна,Нахимовский проспект,24,53,1965,,,,,
Новикова Елизавета Дмитриевна,Улица Крупской,11,238,1970,,,,,
Воронина Полина Глебовна,Улица Академика Пилюгина,25,297,1995,,,,,
Колесников Георгий Маркович,Улица Вавилова,21,37,1980,,,,,
Орлов Георгий Иванович,Улица Кравченко,8,232,1990,,,,,
Данилова Диана Тимуровна,Улица Марии Ульяновой,9,291,1987,,,,,
Крючков Вячеслав Андреевич,Улица Строителей,3,253,2004,,,,,
Добрынин Дмитрий Тихонович,Ленинский проспект,8,61,1971,,,,,
Осипов Александр Тимофеевич,Улица Академика Пилюгина,20,215,1995,,,,,
Карпов Александр Тимурович,Улица Кравченко,1,182,1982,,,,,
Хохлов Александр Михайлович,Проспект Вернадского,19,33,2003,,,,,
Григорьев Пётр Александрович,Улица Марии Ульяновой,7,162,1964,,,,,
Левин Сергей Ильич,Улица Марии Ульяновой,7,198,1974,,,,,
Селиванова Елизавета Марковна,Улица Панфёрова,29,251,2000,,,,,
Мартынов Даниил Демьянович,Проспект Вернадского,8,101,1972,,,,,
Калинин Даниил Артёмович,Улица Архитектора Власова,11,67,1956,,,,,
Тихонов Константин Артёмович,Улица Крупской,13,288,2005,,,,,
Щеглова Мария Артёмовна,Улица Марии Ульяновой,4,296,1996,,,,,
Николаева Валерия Владимировна,Улица Академика Пилюгина,9,174,1996,,,,,
Балашова Анна Савельевна,Ленинский проспект,22,258,1955,,,,,
Семенова Виктория Ивановна,Проспект Вернадского,9,30,1990,,,,,
Белов Максим Демидович,Улица Марии Ульяновой,4,214,1966,,,,,
Астахова София Ильинична,Улица Панфёрова,2,256,1985,,,,,
Егоров Глеб Семёнович,Улица Вавилова,4,211,2004,,,,,
Богданов Владимир Маркович,Улица Вавилова,8,162,1982,,,,,
Наумов Артём Константинович,Нахимовский проспект,12,136,1986,,,,,
Прохоров Андрей Арсеньевич,Улица Вавилова,5,65,1997,,,,,
Федотова Полина Максимовна,Улица Марии Ульяновой,13,210,1988,,,,,
Федотова Полина Максимовна,Улица Академика Пилюгина,4,221,1982,,,,,
Алексеев Степан Семёнович,Улица Гарибальди,25,128,1952,,,,,
Левин Максим Богданович,Улица Вавилова,21,127,1982,,,,,
Петровская Полина Максимовна,Улица Панфёрова,16,43,1973,,,,,
Коротков Кирилл Мирославович,Улица Марии Ульяновой,6,170,1993,,,,,
Денисов Илья Дмитриевич,Улица Крупской,22,234,1996,,,,,
Тихонова Мария Фёдоровна,Улица Кравченко,15,296,1988,,,,,
Семенова Виктория Ивановна,Улица Гарибальди,4,35,1987,,,,,
Добрынин Дмитрий Тихонович,Ленинский проспект,21,42,1987,,,,,
Данилова Диана Тимуровна,Нахимовский проспект,6,136,1960,,,,,
Морозов Роман Артурович,Улица Панфёрова,19,108,2005,,,,,
Голиков Кирилл Маркович,Ленинский проспект,18,184,1992,,,,,
Степанов Дмитрий Александрович,Нахимовский проспект,1,11,1953,,,,,
Кукушкин Павел Львович,Нахимовский проспект,21,290,1974,,,,,
Родионова Дарья Александровна,Улица Крупской,4,125,2004,,,,,
Максимова Полина Максимовна,Улица Строителей,25,267,1955,,,,,
Павлов Кирилл Александрович,Улица Марии Ульяновой,11,110,1990,,,,,
Грачев Платон Русланович,Улица Марии Ульяновой,14,78,1958,,,,,
Елизарова Антонина Игоревна,Улица Академика Пилюгина,17,262,1996,,,,,
Попов Леонид Макарович,Ленинский проспект,22,74,1974,,,,,
Пахомов Владислав Макарович,Улица Гарибальди,13,171,1996,,,,,
Иванов Дмитрий Ярославович,Улица Марии Ульяновой,17,117,1950,,,,,
Овчинникова Дарья Ильинична,Улица Крупской,14,89,2000,,,,,
Иванова Татьяна Юрьевна,Улица Крупской,18,63,1995,,,,,
Андреева Ева Андреевна,Улица Кравченко,20,273,1979,,,,,
Воронин Сергей Дмитриевич,Улица Панфёрова,9,293,1985,,,,,
Сидоров Матвей Даниилович,Ленинский проспект,2,101,1959,,,,,
Колесников Георгий Маркович,Улица Кравченко,3,253,1971,,,,,
Денисов Алексей Романович,Улица Строителей,14,187,1980,,,,,
Кожевников Иван Евгеньевич,Ленинский проспект,19,284,1985,,,,,
Копылов Григорий Платонович,Улица Вавилова,26,145,1987,,,,,
Яковлев Леонид Константинович,Проспект Вернадского,14,202,1998,,,,,
Алешина Кристина Евгеньевна,Улица Академика Пилюгина,14,85,1954,,,,,
Ананьев Алексей Семёнович,Улица Архитектора Власова,6,86,1969,,,,,
Козлова Виктория Дмитриевна,Улица Кравченко,23,25,1975,,,,,
Горелов Владимир Дмитриевич,Улица Строителей,13,168,1960,,,,,
Литвинова Полина Лукинична,Улица Архитектора Власова,15,175,1972,,,,,
Гордеева Диана Михайловна,Улица Академика Пилюгина,16,78,1975,,,,,
Морозов Роман Артурович,Ленинский проспект,16,210,1978,,,,,
Жданова Ульяна Никитична,Улица Кравченко,24,216,1989,,,,,
Денисов Алексей Романович,Улица Академика Пилюгина,6,235,1954,,,,,
Иванова Татьяна Юрьевна,Улица Гарибальди,8,229,1993,,,,,
Копылов Григорий Платонович,Нахимовский проспект,14,234,1983,,,,,
Петрова Таисия Артёмовна,Улица Строителей,15,275,1954,,,,,
Лебедева Василиса Андреевна,Улица Крупской,21,120,1996,,,,,
Соколов Михаил Романович,Улица Строителей,11,80,1976,,,,,
Тихонов Константин Артёмович,Улица Марии Ульяновой,9,176,2005,,,,,
Серебрякова Полина Ярославовна,Улица Академика Пилюгина,1,257,1977,,,,,
Новикова Елизавета Дмитриевна,Проспект Вернадского,25,67,1963,,,,,
Пономарева Ирина Александровна,Улица Марии Ульяновой,19,34,1968,,,,,
Козлов Роман Сергеевич,Улица Марии Ульяновой,21,232,2000,,,,,
Гордеева Диана Михайловна,Улица Академика Пилюгина,21,198,1973,,,,,
Волков Кирилл Маркович,Улица Крупской,25,207,1968,,,,,
Денисов Алексей Романович,Ленинский проспект,6,229,1963,,,,,
Филиппова Надежда Ярославовна,Улица Крупской,22,147,1990,,,,,
Белова Анастасия Ивановна,Улица Архитектора Власова,5,104,2002,,,,,
Глухова Полина Андреевна,Улица Академика Пилюгина,3,208,1954,,,,,
Иванов Максим Тимофеевич,Улица Академика Пилюгина,29,288,1962,,,,,
Новикова Кристина Васильевна,Улица Марии Ульяновой,8,296,1950,,,,,
Коровина Екатерина Юрьевна,Улица Панфёрова,20,70,1999,,,,,
Федотова Полина Максимовна,Проспект Вернадского,3,132,1961,,,,,
Герасимов Андрей Матвеевич,Улица Строителей,19,205,1993,,,,,
Панфилова Зоя Петровна,Улица Академика Пилюгина,25,201,1995,,,,,
Дорофеева Анна Фёдоровна,Проспект Вернадского,12,59,1974,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,10,169,1992,,,,,
Орлов Вадим Иванович,Улица Гарибальди,7,48,2005,,,,,
Колесников Георгий Маркович,Улица Вавилова,5,66,1972,,,,,
Николаева Валерия Владимировна,Нахимовский проспект,5,250,1976,,,,,
Прокофьев Дмитрий Родионович,Улица Архитектора Власова,4,224,1979,,,,,
Зубков Алексей Арсеньевич,Улица Панфёрова,23,71,1956,,,,,
Осипов Александр Тимофеевич,Улица Гарибальди,2,288,1985,,,,,
Блохина Елизавета Ильинична,Улица Кравченко,20,184,1970,,,,,
Пономарева Ирина Александровна,Улица Гарибальди,10,110,1979,,,,,
Чернышев Платон Артёмович,Улица Марии Ульяновой,17,245,1993,,,,,
Петрова Таисия Артёмовна,Улица Кравченко,22,276,2001,,,,,
Глухова Полина Андреевна,Улица Марии Ульяновой,7,100,1966,,,,,
Абрамова Кристина Андреевна,Нахимовский проспект,10,69,1966,,,,,
Куликова Мария Никитична,Улица Вавилова,27,52,1954,,,,,
Овчинникова Дарья Ильинична,Улица Гарибальди,8,8,1977,,,,,
Гордеева Диана Михайловна,Нахимовский проспект,18,74,2005,,,,,
Симонов Роман Андреевич,Улица Марии Ульяновой,21,73,1999,,,,,
Денисов Илья Дмитриевич,Улица Строителей,14,134,1968,,,,,
Родионова Дарья Александровна,Нахимовский проспект,22,252,1976,,,,,
Прокофьев Дмитрий Родионович,Улица Панфёрова,12,162,1977,,,,,
Глухова Полина Андреевна,Нахимовский проспект,11,18,1974,,,,,
Абрамова Кристина Андреевна,Улица Строителей,20,230,1966,,,,,
Захарова Дарина Ярославовна,Улица Кравченко,4,231,1996,,,,,
Горелов Владимир Дмитриевич,Проспект Вернадского,2,280,1962,,,,,
Ананьев Алексей Семёнович,Улица Крупской,11,16,1952,,,,,
Ежова Ксения Георгиевна,Улица Панфёрова,14,297,1989,,,,,
Прохоров Андрей Арсеньевич,Проспект Вернадского,5,33,1950,,,,,
Соловьева Елизавета Ивановна,Ленинский проспект,27,182,1955,,,,,
Соловьева София Константиновна,Ленинский проспект,12,215,1974,,,,,
Крючков Вячеслав Андреевич,Улица Академика Пилюгина,5,95,1973,,,,,
Кукушкин Павел Львович,Проспект Вернадского,5,166,1976,,,,,
Платонова Алиса Степановна,Улица Крупской,17,224,2003,,,,,
Герасимов Андрей Матвеевич,Улица Марии Ульяновой,27,129,1999,,,,,
Александрова Василиса Ивановна,Улица Крупской,13,172,1953,,,,,
Наумов Артём Константинович,Ленинский проспект,20,179,1965,,,,,
Карташов Марк Владимирович,Улица Крупской,15,157,1967,,,,,
Николаева Валерия Владимировна,Улица Гарибальди,3,282,1974,,,,,
Серебрякова Дарья Георгиевна,Улица Строителей,28,81,1965,,,,,
Балашова Анна Савельевна,Улица Строителей,24,70,1967,,,,,
Коровина Екатерина Юрьевна,Улица Крупской,3,152,1967,,,,,
Глухова Полина Андреевна,Улица Марии Ульяновой,22,76,1959,,,,,
Кукушкин Павел Львович,Улица Архитектора Власова,3,85,1997,,,,,
Латышев Роман Михайлович,Улица Панфёрова,27,199,1997,,,,,
Егорова Надежда Дмитриевна,Проспект Вернадского,25,299,1984,,,,,
Дмитриев Ярослав Романович,Улица Марии Ульяновой,6,148,1959,,,,,
Карпов Григорий Иванович,Улица Гарибальди,9,64,1963,,,,,
Панфилова Зоя Петровна,Улица Архитектора Власова,22,67,1979,,,,,
Яковлев Леонид Константинович,Улица Архитектора Власова,1,46,1971,,,,,
Новикова Кира Борисовна,Улица Архитектора Власова,5,131,1981,,,,,
Прохоров Андрей Арсеньевич,Улица Кравченко,1,99,1978,,,,,
Дмитриев Ярослав Романович,Улица Архитектора Власова,6,202,1995,,,,,
Николаева Дарина Григорьевна,Улица Марии Ульяновой,16,60,1999,,,,,
Михайлов Елисей Михайлович,Улица Строителей,14,196,1967,,,,,
Беляева Ева Данииловна,Улица Марии Ульяновой,6,113,1952,,,,,
Хохлов Александр Михайлович,Улица Гарибальди,22,19,1952,,,,,
Иванов Дмитрий Ярославович,Ленинский проспект,11,169,1984,,,,,
Кожевников Иван Евгеньевич,Проспект Вернадского,23,283,1958,,,,,
Моисеева София Максимовна,Ленинский проспект,13,90,1971,,,,,
Захаров Николай Александрович,Улица Строителей,22,239,1984,,,,,
Фирсова Василиса Марковна,Проспект Вернадского,27,47,1963,,,,,
Плотников Елисей Ильич,Улица Вавилова,12,186,1998,,,,,
Селиванова Елизавета Марковна,Ленинский проспект,20,126,2003,,,,,
Серебрякова Полина Ярославовна,Улица Марии Ульяновой,21,65,2004,,,,,
Антонов Артём Платонович,Улица Архитектора Власова,7,224,1953,,,,,
Сидоров Матвей Даниилович,Нахимовский проспект,8,122,1959,,,,,
Островский Макар Глебович,Улица Архитектора Власова,29,149,1967,,,,,
Захарова Дарина Ярославовна,Нахимовский проспект,10,8,1966,,,,,
Астахова Виктория Васильевна,Улица Марии Ульяновой,8,224,1968,,,,,
